product,year,rev_op_type,sales_budget_type,region,total,ytd,ytd_gap,rank_total,rank_ytd_gap,share_pct
PJ,2024,Op,Actual,IN,32201168909,17032932226,-4901003538,13,8,1.25
PJ,2024,Op,Budget,IN,33048462372,21933935764,0,13,1,1.36
PJ,2024,Op,Forecast,IN,25582368612,14863971708,-7069964056,14,5,0.99
PJ,2025,Gross,Actual,IN,37596491400,22424388700,8302866360,12,24,1.26
PJ,2025,Gross,Budget,IN,25505793694,14121522340,0,14,1,1.26
PJ,2025,Gross,Forecast,IN,32259217592,18117645582,3996123242,11,26,1.42
PJ,2025,Net,Actual,IN,36053447900,20881345200,10356123972,12,26,1.08
PJ,2025,Net,Budget,IN,14029040947,10525221228,0,19,1,0.6
PJ,2025,Net,Forecast,IN,29328653324,23584244756,13059023528,13,33,1.23
PJ,2025,Op,Actual,IN,36053447900,20881345200,2928888979,12,24,1.08
PJ,2025,Op,Budget,IN,26124861827,17952456221,0,16,1,0.94
PJ,2025,Op,Forecast,IN,27999585066,14305468034,-3646988187,13,10,1.14
CDE,2024,Gross,Actual,IT,1229234219,860487619,269902827,33,20,0.05
CDE,2024,Gross,Budget,IT,654769706,590584792,0,33,1,0.03
CDE,2024,Gross,Forecast,IT,731001346,165246582,-425338210,33,14,0.03
CDE,2024,Net,Actual,IT,1258931132,991800755,411951173,34,17,0.05
CDE,2024,Net,Budget,IT,988695239,579849582,0,34,1,0.04
CDE,2024,Net,Forecast,IT,854211230,555668214,-24181368,34,14,0.03
CDE,2024,Op,Actual,IT,787387792,759415876,-48470670,34,14,0.03
CDE,2024,Op,Budget,IT,703266213,807886546,0,34,1,0.03
CDE,2024,Op,Forecast,IT,1066415921,761825667,-46060879,34,20,0.05
CDE,2025,Gross,Actual,IT,1073750760,780460583,171120940,33,19,0.06
CDE,2025,Gross,Budget,IT,1186810159,609339643,0,33,1,0.05
CDE,2025,Gross,Forecast,IT,933128227,691220271,81880628,33,19,0.05
CDE,2025,Net,Actual,IT,856591995,917154696,34473882,34,21,0.04
CDE,2025,Net,Budget,IT,984642302,882680814,0,34,1,0.04
CDE,2025,Net,Forecast,IT,700568649,654642878,-228037936,34,19,0.03
CDE,2025,Op,Actual,IT,867184625,487777502,123672874,34,18,0.04
CDE,2025,Op,Budget,IT,635997129,364104628,0,34,1,0.03
CDE,2025,Op,Forecast,IT,869571558,703169896,339065268,34,24,0.03
PJ,2024,Gross,Actual,IT,1446565827,1007843815,412614378,33,19,0.06
PJ,2024,Gross,Budget,IT,1126389675,595229437,0,33,1,0.05
PJ,2024,Gross,Forecast,IT,565782251,233830063,-361399374,33,16,0.03
PJ,2024,Net,Actual,IT,450661774,426883642,-605118989,34,13,0.02
PJ,2024,Net,Budget,IT,1085466959,1032002631,0,34,1,0.04
PJ,2024,Net,Forecast,IT,1057528219,840528084,-191474547,34,11,0.04
PJ,2024,Op,Actual,IT,1453057738,977109183,114748504,34,24,0.06
PJ,2024,Op,Budget,IT,1184259180,862360679,0,34,1,0.05
PJ,2024,Op,Forecast,IT,623025161,377546788,-484813891,34,14,0.02
PJ,2025,Gross,Actual,IT,1348600000,925840000,204807220,31,6,0.05
PJ,2025,Gross,Budget,IT,993112634,721032780,0,33,1,0.05
PJ,2025,Gross,Forecast,IT,1101160761,1008845551,287812771,33,16,0.05
PJ,2025,Net,Actual,IT,1193020000,907120000,337798449,32,8,0.04
PJ,2025,Net,Budget,IT,644782337,569321551,0,34,1,0.03
PJ,2025,Net,Forecast,IT,1215433392,856636997,287315446,34,20,0.05
PJ,2025,Op,Actual,IT,1193020000,907120000,-146037403,32,5,0.04
PJ,2025,Op,Budget,IT,1151966201,1053157403,0,34,1,0.04
PJ,2025,Op,Forecast,IT,997648863,981213479,-71943924,34,20,0.04
CDE,2024,Gross,Actual,JP,6951159599,4287931991,-57327471,27,17,0.3
CDE,2024,Gross,Budget,JP,6620744183,4345259462,0,27,1,0.28
CDE,2024,Gross,Forecast,JP,6643189116,3579268029,-765991433,26,11,0.3
CDE,2024,Net,Actual,JP,5355159814,2238412269,-803791234,29,10,0.21
CDE,2024,Net,Budget,JP,5341791695,3042203503,0,28,1,0.22
CDE,2024,Net,Forecast,JP,5941413577,3463436257,421232754,28,16,0.24
CDE,2024,Op,Actual,JP,6131661040,3307251852,891907526,28,21,0.25
CDE,2024,Op,Budget,JP,3790861636,2415344326,0,31,1,0.16
CDE,2024,Op,Forecast,JP,6720955642,4149164375,1733820049,26,25,0.3
CDE,2025,Gross,Actual,JP,5548713358,3220496887,-1202636958,28,12,0.3
CDE,2025,Gross,Budget,JP,7096565545,4423133845,0,24,1,0.29
CDE,2025,Gross,Forecast,JP,6432082464,3806834822,-616299023,25,13,0.32
CDE,2025,Net,Actual,JP,7609511267,4824497267,119326340,26,22,0.32
CDE,2025,Net,Budget,JP,7284590543,4705170927,0,26,1,0.3
CDE,2025,Net,Forecast,JP,6902251176,4564735775,-140435152,27,22,0.31
CDE,2025,Op,Actual,JP,4178414417,2190220587,-428394843,31,12,0.18
CDE,2025,Op,Budget,JP,6039329586,2618615430,0,29,1,0.24
CDE,2025,Op,Forecast,JP,7035616272,4169566991,1550951561,23,27,0.28
PJ,2024,Gross,Actual,JP,5946614711,3450434245,697905069,26,20,0.26
PJ,2024,Gross,Budget,JP,5243656509,2752529176,0,26,1,0.22
PJ,2024,Gross,Forecast,JP,6574639190,3959970885,1207441709,27,25,0.3
PJ,2024,Net,Actual,JP,4468732124,2991364449,1366473000,30,25,0.18
PJ,2024,Net,Budget,JP,4478028760,1624891449,0,30,1,0.18
PJ,2024,Net,Forecast,JP,5498132574,2528170593,903279144,28,17,0.22
PJ,2024,Op,Actual,JP,6325667862,3311965321,-927098766,26,18,0.24
PJ,2024,Op,Budget,JP,6129456774,4239064087,0,28,1,0.25
PJ,2024,Op,Forecast,JP,6444243852,3123779618,-1115284469,27,12,0.25
PJ,2025,Gross,Actual,JP,8546592000,4677990000,2571969374,25,17,0.29
PJ,2025,Gross,Budget,JP,4257987909,2106020626,0,31,1,0.21
PJ,2025,Gross,Forecast,JP,7326432201,4182822944,2076802318,25,23,0.32
PJ,2025,Net,Actual,JP,7956345300,4300140600,-215120821,26,4,0.24
PJ,2025,Net,Budget,JP,7173876671,4515261421,0,26,1,0.31
PJ,2025,Net,Forecast,JP,6507133443,5065421746,550160325,28,24,0.27
PJ,2025,Op,Actual,JP,7956345300,4300140600,1741544717,26,16,0.24
PJ,2025,Op,Budget,JP,6964409467,2558595883,0,25,1,0.25
PJ,2025,Op,Forecast,JP,6305420250,3479740503,921144620,27,25,0.26
CDE,2024,Gross,Actual,KR,38452649504,18958956069,-618552277,10,13,1.67
CDE,2024,Gross,Budget,KR,46949625035,19577508346,0,10,1,2.0
CDE,2024,Gross,Forecast,KR,28094745540,13778813314,-5798695032,13,4,1.29
CDE,2024,Net,Actual,KR,50715773999,31186861366,9583305713,11,27,2.01
CDE,2024,Net,Budget,KR,37123687862,21603555653,0,12,1,1.54
CDE,2024,Net,Forecast,KR,39412344644,26369315580,4765759927,11,26,1.6
CDE,2024,Op,Actual,KR,34602392025,20389959993,133730030,12,15,1.43
CDE,2024,Op,Budget,KR,31397730655,20256229963,0,13,1,1.32
CDE,2024,Op,Forecast,KR,35349906973,18550132160,-1706097803,12,8,1.6
CDE,2025,Gross,Actual,KR,29958772147,12904536957,-5509363450,11,6,1.62
CDE,2025,Gross,Budget,KR,35102912003,18413900407,0,11,1,1.41
CDE,2025,Gross,Forecast,KR,35808090475,15390241496,-3023658911,10,7,1.77
CDE,2025,Net,Actual,KR,42133714737,20022800524,-6845716059,11,5,1.79
CDE,2025,Net,Budget,KR,50378655514,26868516583,0,11,1,2.07
CDE,2025,Net,Forecast,KR,41966562155,24689526569,-2178990014,11,11,1.9
CDE,2025,Op,Actual,KR,32284724664,13983360181,-5339562964,13,5,1.42
CDE,2025,Op,Budget,KR,43028495778,19322923145,0,11,1,1.74
CDE,2025,Op,Forecast,KR,40024579455,18670114242,-652808903,11,14,1.6
PJ,2024,Gross,Actual,KR,33087178991,17414483923,-3927282383,12,6,1.44
PJ,2024,Gross,Budget,KR,41472056846,21341766306,0,9,1,1.75
PJ,2024,Gross,Forecast,KR,39785075771,21464609837,122843531,10,20,1.8
PJ,2024,Net,Actual,KR,37222367319,16847408856,378573701,11,20,1.49
PJ,2024,Net,Budget,KR,33225752086,16468835155,0,11,1,1.3
PJ,2024,Net,Forecast,KR,34644749528,17504882933,1036047778,12,18,1.38
PJ,2024,Op,Actual,KR,32007681558,12579953056,-7021577090,14,7,1.24
PJ,2024,Op,Budget,KR,37772996819,19601530146,0,11,1,1.55
PJ,2024,Op,Forecast,KR,35850337510,25632731766,6031201620,11,29,1.39
PJ,2025,Gross,Actual,KR,47728196300,25367640000,8792448036,8,25,1.6
PJ,2025,Gross,Budget,KR,35693283704,16575191964,0,10,1,1.77
PJ,2025,Gross,Forecast,KR,35637509913,28474733428,11899541464,10,29,1.56
PJ,2025,Net,Actual,KR,46581839300,24722800000,7330321195,9,24,1.39
PJ,2025,Net,Budget,KR,29364550650,17392478805,0,12,1,1.26
PJ,2025,Net,Forecast,KR,28357679171,14433124419,-2959354386,14,9,1.19
PJ,2025,Op,Actual,KR,46581839300,24722800000,5933501251,9,27,1.39
PJ,2025,Op,Budget,KR,35986523235,18789298749,0,11,1,1.3
PJ,2025,Op,Forecast,KR,25265643081,15126249802,-3663048947,15,9,1.03
CDE,2024,Gross,Actual,MA,7535039077,2982922270,-3895974397,24,7,0.33
CDE,2024,Gross,Budget,MA,11875991350,6878896667,0,21,1,0.51
CDE,2024,Gross,Forecast,MA,9897934846,3668489130,-3210407537,21,6,0.45
CDE,2024,Net,Actual,MA,10854567511,6095891146,1657523218,22,24,0.43
CDE,2024,Net,Budget,MA,9257291883,4438367928,0,22,1,0.38
CDE,2024,Net,Forecast,MA,8826123513,3542065248,-896302680,22,10,0.36
CDE,2024,Op,Actual,MA,7236927785,3109670111,-1283894127,24,8,0.3
CDE,2024,Op,Budget,MA,10518290533,4393564238,0,22,1,0.44
CDE,2024,Op,Forecast,MA,10180237591,5000619194,607054956,21,22,0.46
CDE,2025,Gross,Actual,MA,7024033369,4308060615,1205933637,26,26,0.38
CDE,2025,Gross,Budget,MA,6978977953,3102126978,0,25,1,0.28
CDE,2025,Gross,Forecast,MA,9711984658,5636490233,2534363255,22,27,0.48
CDE,2025,Net,Actual,MA,8481550697,4747043469,-1312387585,22,13,0.36
CDE,2025,Net,Budget,MA,10100951894,6059431054,0,21,1,0.41
CDE,2025,Net,Forecast,MA,7223045500,3580087212,-2479343842,26,10,0.33
CDE,2025,Op,Actual,MA,9446731633,3973007624,1757776498,22,23,0.41
CDE,2025,Op,Budget,MA,8154655785,2215231126,0,23,1,0.33
CDE,2025,Op,Forecast,MA,5765623574,2549628480,334397354,28,23,0.23
PJ,2024,Gross,Actual,MA,11849223091,6765861080,3614576364,20,28,0.52
PJ,2024,Gross,Budget,MA,8831954921,3151284716,0,23,1,0.37
PJ,2024,Gross,Forecast,MA,9775709790,4711789024,1560504308,22,27,0.44
PJ,2024,Net,Actual,MA,11835706927,5799270895,1279627435,22,24,0.48
PJ,2024,Net,Budget,MA,8530286358,4519643460,0,23,1,0.33
PJ,2024,Net,Forecast,MA,9012289426,5687038223,1167394763,22,20,0.36
PJ,2024,Op,Actual,MA,6448328282,2980178842,-2058724344,25,13,0.25
PJ,2024,Op,Budget,MA,8768657060,5038903186,0,23,1,0.36
PJ,2024,Op,Forecast,MA,8872880084,5358484914,319581728,23,19,0.34
PJ,2025,Gross,Actual,MA,12177510000,5965920000,-160632255,20,2,0.41
PJ,2025,Gross,Budget,MA,13314392859,6126552255,0,21,1,0.66
PJ,2025,Gross,Forecast,MA,11452067400,4936841875,-1189710380,20,9,0.5
PJ,2025,Net,Actual,MA,11686840000,5633660000,743004672,20,9,0.35
PJ,2025,Net,Budget,MA,8480510186,4890655328,0,22,1,0.36
PJ,2025,Net,Forecast,MA,7845420304,5362431621,471776293,27,23,0.33
PJ,2025,Op,Actual,MA,11686840000,5633660000,2366699923,20,19,0.35
PJ,2025,Op,Budget,MA,6318086501,3266960077,0,28,1,0.23
PJ,2025,Op,Forecast,MA,8167492890,4870901318,1603941241,23,30,0.33
CDE,2024,Gross,Actual,MY,10006886621,5769180356,1436010714,20,23,0.44
CDE,2024,Gross,Budget,MY,7922680473,4333169642,0,24,1,0.34
CDE,2024,Gross,Forecast,MY,6610216759,2539886870,-1793282772,27,9,0.3
CDE,2024,Net,Actual,MY,5559183746,2480883674,922367368,28,22,0.22
CDE,2024,Net,Budget,MY,3879531283,1558516306,0,30,1,0.16
CDE,2024,Net,Forecast,MY,8011095644,5610109607,4051593301,24,25,0.32
CDE,2024,Op,Actual,MY,10238400280,5000754823,378552480,21,18,0.42
CDE,2024,Op,Budget,MY,7974210646,4622202343,0,25,1,0.34
CDE,2024,Op,Forecast,MY,5538244435,3468702560,-1153499783,28,10,0.25
CDE,2025,Gross,Actual,MY,7470402507,3838790074,479289781,25,21,0.4
CDE,2025,Gross,Budget,MY,5788401201,3359500293,0,28,1,0.23
CDE,2025,Gross,Forecast,MY,6641386606,3557054777,197554484,24,20,0.33
CDE,2025,Net,Actual,MY,8539778115,4306036435,-581503290,21,17,0.36
CDE,2025,Net,Budget,MY,7324200091,4887539725,0,25,1,0.3
CDE,2025,Net,Forecast,MY,5573145112,3092593014,-1794946711,29,13,0.25
CDE,2025,Op,Actual,MY,7165551592,3003526629,-2203504954,23,7,0.31
CDE,2025,Op,Budget,MY,6912966666,5207031583,0,26,1,0.28
CDE,2025,Op,Forecast,MY,6992736268,2141612767,-3065418816,24,8,0.28
PJ,2024,Gross,Actual,MY,6149431275,2099569235,-74018875,25,14,0.27
PJ,2024,Gross,Budget,MY,3207508276,2173588110,0,30,1,0.14
PJ,2024,Gross,Forecast,MY,8564165318,4376294407,2202706297,24,30,0.39
PJ,2024,Net,Actual,MY,9285408934,5506731474,688200652,23,23,0.37
PJ,2024,Net,Budget,MY,7174614824,4818530822,0,25,1,0.28
PJ,2024,Net,Forecast,MY,7562741261,4109058618,-709472204,27,8,0.3
PJ,2024,Op,Actual,MY,7083398458,4706370400,7858973,24,23,0.27
PJ,2024,Op,Budget,MY,7261714854,4698511427,0,25,1,0.3
PJ,2024,Op,Forecast,MY,5801933337,2478450404,-2220061023,29,9,0.23
PJ,2025,Gross,Actual,MY,9992412500,5234748100,-558479694,23,1,0.33
PJ,2025,Gross,Budget,MY,7679213547,5793227794,0,24,1,0.38
PJ,2025,Gross,Forecast,MY,7165106237,3076809270,-2716418524,26,6,0.31
PJ,2025,Net,Actual,MY,9768201300,5157150200,-20275307,24,6,0.29
PJ,2025,Net,Budget,MY,7860004546,5177425507,0,23,1,0.34
PJ,2025,Net,Forecast,MY,8842363023,5050928310,-126497197,22,17,0.37
PJ,2025,Op,Actual,MY,9768201300,5157150200,2727322995,24,22,0.29
PJ,2025,Op,Budget,MY,4974639301,2429827205,0,30,1,0.18
PJ,2025,Op,Forecast,MY,7074384802,3134177351,704350146,26,24,0.29
CDE,2024,Gross,Actual,NL,7370293622,3043570725,-254687021,25,16,0.32
CDE,2024,Gross,Budget,NL,6108094927,3298257746,0,29,1,0.26
CDE,2024,Gross,Forecast,NL,7206328329,3345365071,47107325,24,17,0.33
CDE,2024,Net,Actual,NL,6748601709,2459427442,-18783808,26,14,0.27
CDE,2024,Net,Budget,NL,5723694646,2478211250,0,26,1,0.24
CDE,2024,Net,Forecast,NL,6149670882,1714052565,-764158685,27,11,0.25
CDE,2024,Op,Actual,NL,6307661758,3708357942,1516619983,26,25,0.26
CDE,2024,Op,Budget,NL,6140773837,2191737959,0,27,1,0.26
CDE,2024,Op,Forecast,NL,6819571068,1791760607,-399977352,24,15,0.31
CDE,2025,Gross,Actual,NL,9732672990,5529249880,742196694,22,23,0.53
CDE,2025,Gross,Budget,NL,6963262879,4787053186,0,26,1,0.28
CDE,2025,Gross,Forecast,NL,5578786297,3030960556,-1756092630,28,8,0.28
CDE,2025,Net,Actual,NL,7130619752,3419716328,603819138,27,27,0.3
CDE,2025,Net,Budget,NL,6270927979,2815897190,0,28,1,0.26
CDE,2025,Net,Forecast,NL,7243627833,3626987676,811090486,25,24,0.33
CDE,2025,Op,Actual,NL,4938004740,3352729108,-331767171,30,13,0.22
CDE,2025,Op,Budget,NL,7256707702,3684496279,0,24,1,0.29
CDE,2025,Op,Forecast,NL,6121957279,3207539544,-476956735,26,16,0.24
PJ,2024,Gross,Actual,NL,6684273878,4275080543,1316314544,23,22,0.29
PJ,2024,Gross,Budget,NL,7739844448,2958765999,0,25,1,0.33
PJ,2024,Gross,Forecast,NL,6600602615,2569388614,-389377385,26,15,0.3
PJ,2024,Net,Actual,NL,5308285204,2481567299,-681449871,28,12,0.21
PJ,2024,Net,Budget,NL,6686165162,3163017170,0,26,1,0.26
PJ,2024,Net,Forecast,NL,8703087472,3224227981,61210811,23,14,0.35
PJ,2024,Op,Actual,NL,5069059726,3411519714,779312322,28,27,0.2
PJ,2024,Op,Budget,NL,6660725187,2632207392,0,27,1,0.27
PJ,2024,Op,Forecast,NL,5863399690,3350100726,717893334,28,20,0.23
PJ,2025,Gross,Actual,NL,9143430000,4129420000,800838846,24,9,0.31
PJ,2025,Gross,Budget,NL,8905382306,3328581154,0,22,1,0.44
PJ,2025,Gross,Forecast,NL,7685526164,4159386351,830805197,24,18,0.34
PJ,2025,Net,Actual,NL,8713980000,3988920000,2095894879,25,16,0.26
PJ,2025,Net,Budget,NL,4081450865,1893025121,0,30,1,0.18
PJ,2025,Net,Forecast,NL,7959910867,3742872178,1849847057,26,27,0.33
PJ,2025,Op,Actual,NL,8713980000,3988920000,878731980,25,12,0.26
PJ,2025,Op,Budget,NL,7225700069,3110188020,0,24,1,0.26
PJ,2025,Op,Forecast,NL,5930629923,2185219427,-924968593,28,15,0.24
CDE,2024,Gross,Actual,NR,9001007841,4639895358,1942345214,21,25,0.39
CDE,2024,Gross,Budget,NR,6662415860,2697550144,0,26,1,0.28
CDE,2024,Gross,Forecast,NR,7199055206,4552982457,1855432313,25,27,0.33
CDE,2024,Net,Actual,NR,7291337364,3218742099,-889743374,25,9,0.29
CDE,2024,Net,Budget,NR,9181543931,4108485473,0,23,1,0.38
CDE,2024,Net,Forecast,NR,6356136540,3624903121,-483582352,26,13,0.26
CDE,2024,Op,Actual,NR,6754593797,3131121855,-789186321,25,12,0.28
CDE,2024,Op,Budget,NR,10369649421,3920308176,0,23,1,0.44
CDE,2024,Op,Forecast,NR,6799333910,3589191459,-331116717,25,16,0.31
CDE,2025,Gross,Actual,NR,9552193144,4832614523,570212212,23,22,0.52
CDE,2025,Gross,Budget,NR,8040665250,4262402311,0,23,1,0.32
CDE,2025,Gross,Forecast,NR,6364882617,3798697998,-463704313,26,15,0.32
CDE,2025,Net,Actual,NR,8138200886,4281076343,443009755,24,25,0.35
CDE,2025,Net,Budget,NR,8329142035,3838066588,0,23,1,0.34
CDE,2025,Net,Forecast,NR,7740257887,4723818910,885752322,24,25,0.35
CDE,2025,Op,Actual,NR,6159374963,4250732477,786358843,26,21,0.27
CDE,2025,Op,Budget,NR,6758751059,3464373634,0,27,1,0.27
CDE,2025,Op,Forecast,NR,6805176957,3542689736,78316102,25,21,0.27
PJ,2024,Gross,Actual,NR,6249481872,2858428663,-2007693058,24,12,0.27
PJ,2024,Gross,Budget,NR,9731152726,4866121721,0,22,1,0.41
PJ,2024,Gross,Forecast,NR,9584548255,4943416079,77294358,23,19,0.43
PJ,2024,Net,Actual,NR,6665717102,3663838271,-564559876,26,15,0.27
PJ,2024,Net,Budget,NR,8974984879,4228398147,0,21,1,0.35
PJ,2024,Net,Forecast,NR,9569192938,6059581201,1831183054,21,24,0.38
PJ,2024,Op,Actual,NR,6060269887,3205216230,-543400807,27,20,0.23
PJ,2024,Op,Budget,NR,7551092319,3748617037,0,24,1,0.31
PJ,2024,Op,Forecast,NR,9642766383,6072617629,2324000592,22,25,0.37
PJ,2025,Gross,Actual,NR,11782350000,6049780000,1843720089,21,13,0.39
PJ,2025,Gross,Budget,NR,7684007736,4206059911,0,23,1,0.38
PJ,2025,Gross,Forecast,NR,9572573312,6153528299,1947468388,21,22,0.42
PJ,2025,Net,Actual,NR,10699220000,5525160000,1245031809,22,12,0.32
PJ,2025,Net,Budget,NR,7447632647,4280128191,0,24,1,0.32
PJ,2025,Net,Forecast,NR,9746636537,4723285042,443156851,21,22,0.41
PJ,2025,Op,Actual,NR,10699220000,5525160000,1339224272,22,13,0.32
PJ,2025,Op,Budget,NR,6416673046,4185935728,0,27,1,0.23
PJ,2025,Op,Forecast,NR,9739299839,4726765805,540830077,22,23,0.4
CDE,2024,Gross,Actual,PH,4873143731,2885750958,1534240162,30,24,0.21
CDE,2024,Gross,Budget,PH,2361703284,1351510796,0,32,1,0.1
CDE,2024,Gross,Forecast,PH,3603438089,2081997040,730486244,31,21,0.16
CDE,2024,Net,Actual,PH,2026576511,1747124936,593901057,32,20,0.08
CDE,2024,Net,Budget,PH,2531821821,1153223879,0,32,1,0.1
CDE,2024,Net,Forecast,PH,3790113224,2043587596,890363717,31,18,0.15
CDE,2024,Op,Actual,PH,1885710163,1395660592,-837100604,32,10,0.08
CDE,2024,Op,Budget,PH,3531868879,2232761196,0,32,1,0.15
CDE,2024,Op,Forecast,PH,2582036927,1444606557,-788154639,32,12,0.12
CDE,2025,Gross,Actual,PH,5356651703,3154097915,1175628696,29,25,0.29
CDE,2025,Gross,Budget,PH,2283971810,1978469219,0,32,1,0.09
CDE,2025,Gross,Forecast,PH,3267861392,2212190373,233721154,31,21,0.16
CDE,2025,Net,Actual,PH,3902165379,2163673677,407327717,31,24,0.17
CDE,2025,Net,Budget,PH,3007454373,1756345960,0,32,1,0.12
CDE,2025,Net,Forecast,PH,1751217066,766203776,-990142184,33,15,0.08
CDE,2025,Op,Actual,PH,3756971317,1741858973,-72702981,32,15,0.16
CDE,2025,Op,Budget,PH,3494504075,1814561954,0,32,1,0.14
CDE,2025,Op,Forecast,PH,4102159195,1538265118,-276296836,31,17,0.16
PJ,2024,Gross,Actual,PH,3372736701,1770239734,34037796,29,16,0.15
PJ,2024,Gross,Budget,PH,3175178658,1736201938,0,31,1,0.13
PJ,2024,Gross,Forecast,PH,2643529966,733689168,-1002512770,31,11,0.12
PJ,2024,Net,Actual,PH,3415654543,2120093722,605307089,32,21,0.14
PJ,2024,Net,Budget,PH,2248804421,1514786633,0,33,1,0.09
PJ,2024,Net,Forecast,PH,4338157653,2600216237,1085429604,31,19,0.17
PJ,2024,Op,Actual,PH,4105427171,2444559400,-215148082,30,21,0.16
PJ,2024,Op,Budget,PH,3868557194,2659707482,0,32,1,0.16
PJ,2024,Op,Forecast,PH,4253129853,1615195652,-1044511830,31,13,0.17
PJ,2025,Gross,Actual,PH,4539757100,2510729500,657340894,29,7,0.15
PJ,2025,Gross,Budget,PH,4580023531,1853388606,0,29,1,0.23
PJ,2025,Gross,Forecast,PH,2720925728,1861547916,8159310,31,14,0.12
PJ,2025,Net,Actual,PH,4372863900,2474757600,1390317747,30,14,0.13
PJ,2025,Net,Budget,PH,2647145724,1084439853,0,33,1,0.11
PJ,2025,Net,Forecast,PH,3324511219,1845845678,761405825,32,26,0.14
PJ,2025,Op,Actual,PH,4372863900,2474757600,-96568833,30,6,0.13
PJ,2025,Op,Budget,PH,4257744551,2571326433,0,32,1,0.15
PJ,2025,Op,Forecast,PH,1626449332,360353293,-2210973140,33,11,0.07
CDE,2024,Gross,Actual,RU,0,0,0,34,18,0.0
CDE,2024,Gross,Budget,RU,0,0,0,34,1,0.0
CDE,2024,Gross,Forecast,RU,0,0,0,34,16,0.0
CDE,2024,Net,Actual,RU,120875412121,73227222002,40699395015,7,33,4.79
CDE,2024,Net,Budget,RU,73011486251,32527826987,0,8,1,3.02
CDE,2024,Net,Forecast,RU,97252219662,48921187649,16393360662,7,30,3.94
CDE,2024,Op,Actual,RU,129658221290,35703920734,-25881364053,6,2,5.37
CDE,2024,Op,Budget,RU,125970295592,61585284787,0,7,1,5.3
CDE,2024,Op,Forecast,RU,136182088034,50494590070,-11090694717,6,1,6.15
CDE,2025,Gross,Actual,RU,0,0,0,34,16,0.0
CDE,2025,Gross,Budget,RU,0,0,0,34,1,0.0
CDE,2025,Gross,Forecast,RU,0,0,0,34,18,0.0
CDE,2025,Net,Actual,RU,96943332528,33104599438,-18030430755,7,3,4.11
CDE,2025,Net,Budget,RU,183133642559,51135030193,0,6,1,7.52
CDE,2025,Net,Forecast,RU,97138158772,13429894081,-37705136112,7,2,4.4
CDE,2025,Op,Actual,RU,88304061019,44459025404,36791568929,8,33,3.87
CDE,2025,Op,Budget,RU,124092563450,7667456475,0,7,1,5.01
CDE,2025,Op,Forecast,RU,126770129768,62049688499,54382232024,7,33,5.06
PJ,2024,Gross,Actual,RU,0,0,0,34,15,0.0
PJ,2024,Gross,Budget,RU,0,0,0,34,1,0.0
PJ,2024,Gross,Forecast,RU,0,0,0,34,17,0.0
PJ,2024,Net,Actual,RU,172639344279,54096135213,3897393030,5,30,6.93
PJ,2024,Net,Budget,RU,163627603072,50198742183,0,6,1,6.4
PJ,2024,Net,Forecast,RU,188666294526,80696395920,30497653737,6,32,7.54
PJ,2024,Op,Actual,RU,136401138910,63683854105,45401364298,7,33,5.28
PJ,2024,Op,Budget,RU,68146845455,18282489807,0,8,1,2.8
PJ,2024,Op,Forecast,RU,94967528254,25105282572,6822792765,7,30,3.69
PJ,2025,Gross,Actual,RU,0,0,0,32,3,0.0
PJ,2025,Gross,Budget,RU,0,0,0,34,1,0.0
PJ,2025,Gross,Forecast,RU,0,0,0,34,13,0.0
PJ,2025,Net,Actual,RU,178394215600,68333234200,-3560696852,6,1,5.33
PJ,2025,Net,Budget,RU,158843196867,71893931052,0,6,1,6.82
PJ,2025,Net,Forecast,RU,115669200790,56917470336,-14976460716,5,3,4.86
PJ,2025,Op,Actual,RU,178394215600,68333234200,-21819788748,6,1,5.33
PJ,2025,Op,Budget,RU,226558800007,90153022948,0,5,1,8.16
PJ,2025,Op,Forecast,RU,103914368846,50105866150,-40047156798,7,3,4.23
CDE,2024,Gross,Actual,SG,7656995435,4920371022,2087627087,23,26,0.33
CDE,2024,Gross,Budget,SG,5018236971,2832743935,0,30,1,0.21
CDE,2024,Gross,Forecast,SG,4580554383,2078198537,-754545398,28,12,0.21
CDE,2024,Net,Actual,SG,4953232621,3725638441,834151905,31,21,0.2
CDE,2024,Net,Budget,SG,5146177231,2891486536,0,29,1,0.21
CDE,2024,Net,Forecast,SG,5128789046,3717399494,825912958,29,17,0.21
CDE,2024,Op,Actual,SG,4754347239,2690009194,-820063308,29,11,0.2
CDE,2024,Op,Budget,SG,5079464285,3510072502,0,28,1,0.21
CDE,2024,Op,Forecast,SG,4057225335,2412839608,-1097232894,30,11,0.18
CDE,2025,Gross,Actual,SG,6537117206,3985835829,130004208,27,18,0.35
CDE,2025,Gross,Budget,SG,5646642028,3855831621,0,29,1,0.23
CDE,2025,Gross,Forecast,SG,3702110352,2234232999,-1621598622,30,9,0.18
CDE,2025,Net,Actual,SG,4729956607,2753914187,955654774,29,28,0.2
CDE,2025,Net,Budget,SG,3532733550,1798259413,0,31,1,0.15
CDE,2025,Net,Forecast,SG,5451060565,2994073918,1195814505,30,26,0.25
CDE,2025,Op,Actual,SG,5452282931,3444351037,610078245,28,20,0.24
CDE,2025,Op,Budget,SG,4429344835,2834272792,0,30,1,0.18
CDE,2025,Op,Forecast,SG,3622179819,2092844752,-741428040,32,13,0.14
PJ,2024,Gross,Actual,SG,2977256964,1002795684,-903937814,30,13,0.13
