region,product,year,rev_op_type,sales_budget_type,month,amount,mom_growth,vs_budget,seasonal_index
CH,CDE,2025,Gross,Forecast,Apr,333087864,20.3147,162054138,0.1326
CH,CDE,2025,Gross,Forecast,May,57517613,0.1727,-81489327,0.0229
CH,CDE,2025,Gross,Forecast,Jun,320019542,5.5639,33887403,0.1274
CH,CDE,2025,Gross,Forecast,Jul,414353451,1.2948,203217158,0.1649
CH,CDE,2025,Gross,Forecast,Aug,131647605,0.3177,-101642755,0.0524
CH,CDE,2025,Gross,Forecast,Sep,131834430,1.0014,55545321,0.0525
CH,CDE,2025,Gross,Forecast,Oct,462334851,3.5069,54388127,0.184
CH,CDE,2025,Gross,Forecast,Nov,22100682,0.0478,-306431565,0.0088
CH,CDE,2025,Gross,Forecast,Dec,305395913,13.8184,179597833,0.1216
CH,CDE,2025,Net,Actual,Jan,201027109,,130373313,0.1102
CH,CDE,2025,Net,Actual,Feb,365932516,1.8203,175543137,0.2006
CH,CDE,2025,Net,Actual,Mar,371999685,1.0166,158632556,0.2039
CH,CDE,2025,Net,Actual,Apr,95197593,0.2559,-110690894,0.0522
CH,CDE,2025,Net,Actual,May,12889553,0.1354,2578050,0.0071
CH,CDE,2025,Net,Actual,Jun,12034157,0.9336,-155692722,0.0066
CH,CDE,2025,Net,Actual,Jul,6635260,0.5514,-95763114,0.0036
CH,CDE,2025,Net,Actual,Aug,101988340,15.3707,-69843282,0.0559
CH,CDE,2025,Net,Actual,Sep,103639615,1.0162,-134183769,0.0568
CH,CDE,2025,Net,Actual,Oct,224709953,2.1682,95321586,0.1232
CH,CDE,2025,Net,Actual,Nov,193957413,0.8631,-162682759,0.1063
CH,CDE,2025,Net,Actual,Dec,134259216,0.6922,-41679233,0.0736
CH,CDE,2025,Net,Budget,Jan,70653796,,0,0.0348
CH,CDE,2025,Net,Budget,Feb,190389379,2.6947,0,0.0937
CH,CDE,2025,Net,Budget,Mar,213367129,1.1207,0,0.105
CH,CDE,2025,Net,Budget,Apr,205888487,0.9649,0,0.1013
CH,CDE,2025,Net,Budget,May,10311503,0.0501,0,0.0051
CH,CDE,2025,Net,Budget,Jun,167726879,16.266,0,0.0825
CH,CDE,2025,Net,Budget,Jul,102398374,0.6105,0,0.0504
CH,CDE,2025,Net,Budget,Aug,171831622,1.6781,0,0.0845
CH,CDE,2025,Net,Budget,Sep,237823384,1.384,0,0.117
CH,CDE,2025,Net,Budget,Oct,129388367,0.5441,0,0.0637
CH,CDE,2025,Net,Budget,Nov,356640172,2.7564,0,0.1755
CH,CDE,2025,Net,Budget,Dec,175938449,0.4933,0,0.0866
CH,CDE,2025,Net,Forecast,Jan,184429932,,113776136,0.0721
CH,CDE,2025,Net,Forecast,Feb,414307887,2.2464,223918508,0.162
CH,CDE,2025,Net,Forecast,Mar,55915369,0.135,-157451760,0.0219
CH,CDE,2025,Net,Forecast,Apr,18156127,0.3247,-187732360,0.0071
CH,CDE,2025,Net,Forecast,May,74236019,4.0888,63924516,0.029
CH,CDE,2025,Net,Forecast,Jun,289031737,3.8934,121304858,0.113
CH,CDE,2025,Net,Forecast,Jul,486979309,1.6849,384580935,0.1905
CH,CDE,2025,Net,Forecast,Aug,70052974,0.1439,-101778648,0.0274
CH,CDE,2025,Net,Forecast,Sep,28106538,0.4012,-209716846,0.011
CH,CDE,2025,Net,Forecast,Oct,515753705,18.35,386365338,0.2017
CH,CDE,2025,Net,Forecast,Nov,340656043,0.6605,-15984129,0.1332
CH,CDE,2025,Net,Forecast,Dec,79067127,0.2321,-96871322,0.0309
CH,CDE,2025,Op,Actual,Jan,143604816,,111215918,0.073
CH,CDE,2025,Op,Actual,Feb,33440907,0.2329,-353753044,0.017
CH,CDE,2025,Op,Actual,Mar,53012605,1.5853,-376016820,0.027
CH,CDE,2025,Op,Actual,Apr,355392119,6.7039,202156075,0.1807
CH,CDE,2025,Op,Actual,May,156056251,0.4391,-54355554,0.0794
CH,CDE,2025,Op,Actual,Jun,70082244,0.4491,-244223065,0.0356
CH,CDE,2025,Op,Actual,Jul,442212938,6.3099,134364430,0.2249
CH,CDE,2025,Op,Actual,Aug,105426799,0.2384,-26930602,0.0536
CH,CDE,2025,Op,Actual,Sep,98893937,0.938,-16050752,0.0503
CH,CDE,2025,Op,Actual,Oct,380891863,3.8515,-157435011,0.1937
CH,CDE,2025,Op,Actual,Nov,120250806,0.3157,43908201,0.0611
CH,CDE,2025,Op,Actual,Dec,7287963,0.0606,-257342457,0.0037
CH,CDE,2025,Op,Budget,Jan,32388898,,0,0.0109
CH,CDE,2025,Op,Budget,Feb,387193951,11.9545,0,0.1308
CH,CDE,2025,Op,Budget,Mar,429029425,1.108,0,0.1449
CH,CDE,2025,Op,Budget,Apr,153236044,0.3572,0,0.0518
CH,CDE,2025,Op,Budget,May,210411805,1.3731,0,0.0711
CH,CDE,2025,Op,Budget,Jun,314305309,1.4938,0,0.1061
CH,CDE,2025,Op,Budget,Jul,307848508,0.9795,0,0.104
CH,CDE,2025,Op,Budget,Aug,132357401,0.4299,0,0.0447
CH,CDE,2025,Op,Budget,Sep,114944689,0.8684,0,0.0388
CH,CDE,2025,Op,Budget,Oct,538326874,4.6834,0,0.1818
CH,CDE,2025,Op,Budget,Nov,76342605,0.1418,0,0.0258
CH,CDE,2025,Op,Budget,Dec,264630420,3.4664,0,0.0894
CH,CDE,2025,Op,Forecast,Jan,338027809,,305638911,0.1573
CH,CDE,2025,Op,Forecast,Feb,313476326,0.9274,-73717625,0.1458
CH,CDE,2025,Op,Forecast,Mar,111966604,0.3572,-317062821,0.0521
CH,CDE,2025,Op,Forecast,Apr,125349021,1.1195,-27887023,0.0583
CH,CDE,2025,Op,Forecast,May,210810748,1.6818,398943,0.0981
CH,CDE,2025,Op,Forecast,Jun,239704746,1.1371,-74600563,0.1115
CH,CDE,2025,Op,Forecast,Jul,259727964,1.0835,-48120544,0.1208
CH,CDE,2025,Op,Forecast,Aug,90622345,0.3489,-41735056,0.0422
CH,CDE,2025,Op,Forecast,Sep,45279901,0.4997,-69664788,0.0211
CH,CDE,2025,Op,Forecast,Oct,47184678,1.0421,-491142196,0.022
CH,CDE,2025,Op,Forecast,Nov,329217176,6.9772,252874571,0.1532
CH,CDE,2025,Op,Forecast,Dec,37942380,0.1153,-226688040,0.0177
CH,PJ,2024,Gross,Actual,Jan,286935509,,132994051,0.124
CH,PJ,2024,Gross,Actual,Feb,232486441,0.8102,-55809554,0.1005
CH,PJ,2024,Gross,Actual,Mar,155686079,0.6697,-244870157,0.0673
CH,PJ,2024,Gross,Actual,Apr,384193374,2.4677,103977287,0.1661
CH,PJ,2024,Gross,Actual,May,163394019,0.4253,-38885241,0.0706
CH,PJ,2024,Gross,Actual,Jun,314432512,1.9244,271093603,0.1359
CH,PJ,2024,Gross,Actual,Jul,265161702,0.8433,183764333,0.1146
CH,PJ,2024,Gross,Actual,Aug,109308376,0.4122,-9078291,0.0472
CH,PJ,2024,Gross,Actual,Sep,16676048,0.1526,-34215497,0.0072
CH,PJ,2024,Gross,Actual,Oct,37204529,2.231,-385273470,0.0161
CH,PJ,2024,Gross,Actual,Nov,221141512,5.9439,-175740326,0.0956
CH,PJ,2024,Gross,Actual,Dec,126930021,0.574,-188423351,0.0549
CH,PJ,2024,Gross,Budget,Jan,153941458,,0,0.0559
CH,PJ,2024,Gross,Budget,Feb,288295995,1.8728,0,0.1047
CH,PJ,2024,Gross,Budget,Mar,400556236,1.3894,0,0.1454
CH,PJ,2024,Gross,Budget,Apr,280216087,0.6996,0,0.1017
CH,PJ,2024,Gross,Budget,May,202279260,0.7219,0,0.0734
CH,PJ,2024,Gross,Budget,Jun,43338909,0.2143,0,0.0157
CH,PJ,2024,Gross,Budget,Jul,81397369,1.8782,0,0.0296
CH,PJ,2024,Gross,Budget,Aug,118386667,1.4544,0,0.043
CH,PJ,2024,Gross,Budget,Sep,50891545,0.4299,0,0.0185
CH,PJ,2024,Gross,Budget,Oct,422477999,8.3015,0,0.1534
CH,PJ,2024,Gross,Budget,Nov,396881838,0.9394,0,0.1441
CH,PJ,2024,Gross,Budget,Dec,315353372,0.7946,0,0.1145
CH,PJ,2024,Gross,Forecast,Jan,439129260,,285187802,0.2433
CH,PJ,2024,Gross,Forecast,Feb,13254617,0.0302,-275041378,0.0073
CH,PJ,2024,Gross,Forecast,Mar,5286209,0.3988,-395270027,0.0029
CH,PJ,2024,Gross,Forecast,Apr,243277938,46.0212,-36938149,0.1348
CH,PJ,2024,Gross,Forecast,May,69546481,0.2859,-132732779,0.0385
CH,PJ,2024,Gross,Forecast,Jun,135195473,1.944,91856564,0.0749
CH,PJ,2024,Gross,Forecast,Jul,344518847,2.5483,263121478,0.1909
CH,PJ,2024,Gross,Forecast,Aug,31255270,0.0907,-87131397,0.0173
CH,PJ,2024,Gross,Forecast,Sep,226343463,7.2418,175451918,0.1254
CH,PJ,2024,Gross,Forecast,Oct,57540542,0.2542,-364937457,0.0319
CH,PJ,2024,Gross,Forecast,Nov,29490070,0.5125,-367391768,0.0163
CH,PJ,2024,Gross,Forecast,Dec,210216501,7.1284,-105136871,0.1165
CH,PJ,2024,Net,Actual,Jan,129691244,,-201204817,0.055
CH,PJ,2024,Net,Actual,Feb,88580530,0.683,-312222608,0.0376
CH,PJ,2024,Net,Actual,Mar,437045342,4.9339,-288525,0.1853
CH,PJ,2024,Net,Actual,Apr,277801936,0.6356,264123803,0.1178
CH,PJ,2024,Net,Actual,May,190938557,0.6873,127075487,0.081
CH,PJ,2024,Net,Actual,Jun,173610016,0.9092,-148633151,0.0736
CH,PJ,2024,Net,Actual,Jul,47629044,0.2743,-190575198,0.0202
CH,PJ,2024,Net,Actual,Aug,1382667,0.029,-107604694,0.0006
CH,PJ,2024,Net,Actual,Sep,226989653,164.168,60805152,0.0963
CH,PJ,2024,Net,Actual,Oct,481212807,2.12,454959121,0.2041
CH,PJ,2024,Net,Actual,Nov,209797025,0.436,160734169,0.089
CH,PJ,2024,Net,Actual,Dec,93333214,0.4449,-54276778,0.0396
CH,PJ,2024,Net,Budget,Jan,330896061,,0,0.1435
CH,PJ,2024,Net,Budget,Feb,400803138,1.2113,0,0.1739
CH,PJ,2024,Net,Budget,Mar,437333867,1.0911,0,0.1897
CH,PJ,2024,Net,Budget,Apr,13678133,0.0313,0,0.0059
CH,PJ,2024,Net,Budget,May,63863070,4.669,0,0.0277
CH,PJ,2024,Net,Budget,Jun,322243167,5.0458,0,0.1398
CH,PJ,2024,Net,Budget,Jul,238204242,0.7392,0,0.1033
CH,PJ,2024,Net,Budget,Aug,108987361,0.4575,0,0.0473
CH,PJ,2024,Net,Budget,Sep,166184501,1.5248,0,0.0721
CH,PJ,2024,Net,Budget,Oct,26253686,0.158,0,0.0114
CH,PJ,2024,Net,Budget,Nov,49062856,1.8688,0,0.0213
CH,PJ,2024,Net,Budget,Dec,147609992,3.0086,0,0.064
CH,PJ,2024,Net,Forecast,Jan,299959938,,-30936123,0.1166
CH,PJ,2024,Net,Forecast,Feb,470057068,1.5671,69253930,0.1827
CH,PJ,2024,Net,Forecast,Mar,159957645,0.3403,-277376222,0.0622
CH,PJ,2024,Net,Forecast,Apr,104273239,0.6519,90595106,0.0405
CH,PJ,2024,Net,Forecast,May,211610336,2.0294,147747266,0.0823
CH,PJ,2024,Net,Forecast,Jun,268007162,1.2665,-54236005,0.1042
CH,PJ,2024,Net,Forecast,Jul,388553422,1.4498,150349180,0.151
CH,PJ,2024,Net,Forecast,Aug,154885695,0.3986,45898334,0.0602
CH,PJ,2024,Net,Forecast,Sep,60324438,0.3895,-105860063,0.0235
CH,PJ,2024,Net,Forecast,Oct,21013451,0.3483,-5240235,0.0082
CH,PJ,2024,Net,Forecast,Nov,400194241,19.0447,351131385,0.1556
CH,PJ,2024,Net,Forecast,Dec,33569424,0.0839,-114040568,0.013
CH,PJ,2024,Op,Actual,Jan,350629431,,-167438928,0.1384
CH,PJ,2024,Op,Actual,Feb,49835781,0.1421,-204394487,0.0197
CH,PJ,2024,Op,Actual,Mar,227615717,4.5673,84721925,0.0899
CH,PJ,2024,Op,Actual,Apr,101301240,0.4451,87092317,0.04
CH,PJ,2024,Op,Actual,May,166719692,1.6458,25999732,0.0658
CH,PJ,2024,Op,Actual,Jun,223711632,1.3418,181691523,0.0883
CH,PJ,2024,Op,Actual,Jul,26604294,0.1189,-149058055,0.0105
CH,PJ,2024,Op,Actual,Aug,59013991,2.2182,-76964693,0.0233
CH,PJ,2024,Op,Actual,Sep,164977387,2.7956,97923510,0.0651
CH,PJ,2024,Op,Actual,Oct,477193839,2.8925,-99596416,0.1884
CH,PJ,2024,Op,Actual,Nov,374871314,0.7856,12500139,0.148
CH,PJ,2024,Op,Actual,Dec,310649698,0.8287,20874964,0.1226
CH,PJ,2024,Op,Budget,Jan,518068359,,0,0.1905
CH,PJ,2024,Op,Budget,Feb,254230268,0.4907,0,0.0935
CH,PJ,2024,Op,Budget,Mar,142893792,0.5621,0,0.0525
CH,PJ,2024,Op,Budget,Apr,14208923,0.0994,0,0.0052
CH,PJ,2024,Op,Budget,May,140719960,9.9036,0,0.0517
CH,PJ,2024,Op,Budget,Jun,42020109,0.2986,0,0.0154
CH,PJ,2024,Op,Budget,Jul,175662349,4.1804,0,0.0646
CH,PJ,2024,Op,Budget,Aug,135978684,0.7741,0,0.05
CH,PJ,2024,Op,Budget,Sep,67053877,0.4931,0,0.0247
CH,PJ,2024,Op,Budget,Oct,576790255,8.6019,0,0.2121
CH,PJ,2024,Op,Budget,Nov,362371175,0.6283,0,0.1332
CH,PJ,2024,Op,Budget,Dec,289774734,0.7997,0,0.1065
CH,PJ,2024,Op,Forecast,Jan,81717827,,-436350532,0.056
CH,PJ,2024,Op,Forecast,Feb,148875921,1.8218,-105354347,0.102
CH,PJ,2024,Op,Forecast,Mar,57317335,0.385,-85576457,0.0393
CH,PJ,2024,Op,Forecast,Apr,23649360,0.4126,9440437,0.0162
CH,PJ,2024,Op,Forecast,May,225217066,9.5232,84497106,0.1543
CH,PJ,2024,Op,Forecast,Jun,145432677,0.6457,103412568,0.0996
CH,PJ,2024,Op,Forecast,Jul,118405521,0.8142,-57256828,0.0811
CH,PJ,2024,Op,Forecast,Aug,147839095,1.2486,11860411,0.1013
CH,PJ,2024,Op,Forecast,Sep,53541237,0.3622,-13512640,0.0367
CH,PJ,2024,Op,Forecast,Oct,111800494,2.0881,-464989761,0.0766
CH,PJ,2024,Op,Forecast,Nov,58593414,0.5241,-303777761,0.0401
CH,PJ,2024,Op,Forecast,Dec,287133790,4.9004,-2640944,0.1967
CH,PJ,2025,Gross,Actual,Jan,433890000,,362919433,0.1283
CH,PJ,2025,Gross,Actual,Feb,318150000,0.7333,-100013688,0.094
CH,PJ,2025,Gross,Actual,Mar,310940000,0.9773,-12676712,0.0919
CH,PJ,2025,Gross,Actual,Apr,265340000,0.8533,-119935959,0.0784
CH,PJ,2025,Gross,Actual,May,164680000,0.6206,-73314791,0.0487
CH,PJ,2025,Gross,Actual,Jun,270210000,1.6408,-54372622,0.0799
CH,PJ,2025,Gross,Actual,Jul,336350000,1.2448,-125548677,0.0994
CH,PJ,2025,Gross,Actual,Aug,176000000,0.5233,90982831,0.052
CH,PJ,2025,Gross,Actual,Sep,185540000,1.0542,-21501869,0.0548
CH,PJ,2025,Gross,Actual,Oct,405840000,2.1873,-63843692,0.12
CH,PJ,2025,Gross,Actual,Nov,291500000,0.7183,257681707,0.0862
CH,PJ,2025,Gross,Actual,Dec,224490000,0.7701,2715166,0.0664
CH,PJ,2025,Gross,Budget,Jan,70970567,,0,0.0219
CH,PJ,2025,Gross,Budget,Feb,418163688,5.8921,0,0.1291
CH,PJ,2025,Gross,Budget,Mar,323616712,0.7739,0,0.0999
CH,PJ,2025,Gross,Budget,Apr,385275959,1.1905,0,0.1189
CH,PJ,2025,Gross,Budget,May,237994791,0.6177,0,0.0735
CH,PJ,2025,Gross,Budget,Jun,324582622,1.3638,0,0.1002
CH,PJ,2025,Gross,Budget,Jul,461898677,1.4231,0,0.1426
CH,PJ,2025,Gross,Budget,Aug,85017169,0.1841,0,0.0262
CH,PJ,2025,Gross,Budget,Sep,207041869,2.4353,0,0.0639
CH,PJ,2025,Gross,Budget,Oct,469683692,2.2685,0,0.145
CH,PJ,2025,Gross,Budget,Nov,33818293,0.072,0,0.0104
CH,PJ,2025,Gross,Budget,Dec,221774834,6.5578,0,0.0685
CH,PJ,2025,Gross,Forecast,Jan,55353038,,-15617529,0.0258
CH,PJ,2025,Gross,Forecast,Feb,49666546,0.8973,-368497142,0.0232
CH,PJ,2025,Gross,Forecast,Mar,51071621,1.0283,-272545091,0.0238
CH,PJ,2025,Gross,Forecast,Apr,285296051,5.5862,-99979908,0.1332
CH,PJ,2025,Gross,Forecast,May,46106079,0.1616,-191888712,0.0215
CH,PJ,2025,Gross,Forecast,Jun,65381950,1.4181,-259200672,0.0305
CH,PJ,2025,Gross,Forecast,Jul,241540066,3.6943,-220358611,0.1128
CH,PJ,2025,Gross,Forecast,Aug,145333901,0.6017,60316732,0.0679
CH,PJ,2025,Gross,Forecast,Sep,181027278,1.2456,-26014591,0.0845
CH,PJ,2025,Gross,Forecast,Oct,526010116,2.9057,56326424,0.2456
CH,PJ,2025,Gross,Forecast,Nov,162930731,0.3097,129112438,0.0761
CH,PJ,2025,Gross,Forecast,Dec,332045156,2.038,110270322,0.155
CH,PJ,2025,Net,Actual,Jan,408210000,,-84349596,0.1262
CH,PJ,2025,Net,Actual,Feb,316940000,0.7764,-43196401,0.098
CH,PJ,2025,Net,Actual,Mar,301330000,0.9507,125969851,0.0931
CH,PJ,2025,Net,Actual,Apr,254100000,0.8433,-97339914,0.0785
CH,PJ,2025,Net,Actual,May,163110000,0.6419,7640252,0.0504
CH,PJ,2025,Net,Actual,Jun,267070000,1.6374,-112133981,0.0825
CH,PJ,2025,Net,Actual,Jul,328620000,1.2305,-51323621,0.1016
CH,PJ,2025,Net,Actual,Aug,134160000,0.4083,118633148,0.0415
CH,PJ,2025,Net,Actual,Sep,165680000,1.2349,106122311,0.0512
CH,PJ,2025,Net,Actual,Oct,405840000,2.4495,371465120,0.1254
CH,PJ,2025,Net,Actual,Nov,275480000,0.6788,98009102,0.0851
CH,PJ,2025,Net,Actual,Dec,214960000,0.7803,38706869,0.0664
CH,PJ,2025,Net,Budget,Jan,492559596,,0,0.1786
CH,PJ,2025,Net,Budget,Feb,360136401,0.7312,0,0.1306
CH,PJ,2025,Net,Budget,Mar,175360149,0.4869,0,0.0636
CH,PJ,2025,Net,Budget,Apr,351439914,2.0041,0,0.1275
CH,PJ,2025,Net,Budget,May,155469748,0.4424,0,0.0564
CH,PJ,2025,Net,Budget,Jun,379203981,2.4391,0,0.1375
CH,PJ,2025,Net,Budget,Jul,379943621,1.002,0,0.1378
CH,PJ,2025,Net,Budget,Aug,15526852,0.0409,0,0.0056
CH,PJ,2025,Net,Budget,Sep,59557689,3.8358,0,0.0216
CH,PJ,2025,Net,Budget,Oct,34374880,0.5772,0,0.0125
CH,PJ,2025,Net,Budget,Nov,177470898,5.1628,0,0.0644
CH,PJ,2025,Net,Budget,Dec,176253131,0.9931,0,0.0639
CH,PJ,2025,Net,Forecast,Jan,419862858,,-72696738,0.1515
CH,PJ,2025,Net,Forecast,Feb,130154837,0.31,-229981564,0.047
CH,PJ,2025,Net,Forecast,Mar,321591907,2.4708,146231758,0.116
CH,PJ,2025,Net,Forecast,Apr,224825824,0.6991,-126614090,0.0811
CH,PJ,2025,Net,Forecast,May,180487383,0.8028,25017635,0.0651
CH,PJ,2025,Net,Forecast,Jun,283253653,1.5694,-95950328,0.1022
CH,PJ,2025,Net,Forecast,Jul,41854679,0.1478,-338088942,0.0151
CH,PJ,2025,Net,Forecast,Aug,147646152,3.5276,132119300,0.0533
CH,PJ,2025,Net,Forecast,Sep,7406562,0.0502,-52151127,0.0027
CH,PJ,2025,Net,Forecast,Oct,600990147,81.1429,566615267,0.2168
CH,PJ,2025,Net,Forecast,Nov,124154311,0.2066,-53316587,0.0448
CH,PJ,2025,Net,Forecast,Dec,289898853,2.335,113645722,0.1046
CH,PJ,2025,Op,Actual,Jan,408210000,,-120996535,0.1262
CH,PJ,2025,Op,Actual,Feb,316940000,0.7764,-78360293,0.098
CH,PJ,2025,Op,Actual,Mar,301330000,0.9507,87480765,0.0931
CH,PJ,2025,Op,Actual,Apr,254100000,0.8433,56083354,0.0785
CH,PJ,2025,Op,Actual,May,163110000,0.6419,126988073,0.0504
CH,PJ,2025,Op,Actual,Jun,267070000,1.6374,163474617,0.0825
CH,PJ,2025,Op,Actual,Jul,328620000,1.2305,239648008,0.1016
CH,PJ,2025,Op,Actual,Aug,134160000,0.4083,109887004,0.0415
CH,PJ,2025,Op,Actual,Sep,165680000,1.2349,156947080,0.0512
CH,PJ,2025,Op,Actual,Oct,405840000,2.4495,-46450525,0.1254
CH,PJ,2025,Op,Actual,Nov,275480000,0.6788,161102235,0.0851
CH,PJ,2025,Op,Actual,Dec,214960000,0.7803,211888347,0.0664
CH,PJ,2025,Op,Budget,Jan,529206535,,0,0.2441
CH,PJ,2025,Op,Budget,Feb,395300293,0.747,0,0.1824
CH,PJ,2025,Op,Budget,Mar,213849235,0.541,0,0.0986
CH,PJ,2025,Op,Budget,Apr,198016646,0.926,0,0.0913
CH,PJ,2025,Op,Budget,May,36121927,0.1824,0,0.0167
CH,PJ,2025,Op,Budget,Jun,103595383,2.8679,0,0.0478
CH,PJ,2025,Op,Budget,Jul,88971992,0.8588,0,0.041
CH,PJ,2025,Op,Budget,Aug,24272996,0.2728,0,0.0112
CH,PJ,2025,Op,Budget,Sep,8732920,0.3598,0,0.004
CH,PJ,2025,Op,Budget,Oct,452290525,51.7914,0,0.2086
CH,PJ,2025,Op,Budget,Nov,114377765,0.2529,0,0.0528
CH,PJ,2025,Op,Budget,Dec,3071653,0.0269,0,0.0014
CH,PJ,2025,Op,Forecast,Jan,28277683,,-500928852,0.0113
CH,PJ,2025,Op,Forecast,Feb,422211752,14.9309,26911459,0.1691
CH,PJ,2025,Op,Forecast,Mar,314633725,0.7452,100784490,0.126
CH,PJ,2025,Op,Forecast,Apr,195444338,0.6212,-2572308,0.0783
CH,PJ,2025,Op,Forecast,May,147974588,0.7571,111852661,0.0593
CH,PJ,2025,Op,Forecast,Jun,315941554,2.1351,212346171,0.1265
CH,PJ,2025,Op,Forecast,Jul,139109179,0.4403,50137187,0.0557
CH,PJ,2025,Op,Forecast,Aug,34667271,0.2492,10394275,0.0139
CH,PJ,2025,Op,Forecast,Sep,223543615,6.4483,214810695,0.0895
CH,PJ,2025,Op,Forecast,Oct,58718001,0.2627,-393572524,0.0235
CH,PJ,2025,Op,Forecast,Nov,302489854,5.1516,188112089,0.1212
CH,PJ,2025,Op,Forecast,Dec,313737055,1.0372,310665402,0.1257
DC,CDE,2024,Gross,Actual,Jan,165958326,,-1210443066,0.0083
DC,CDE,2024,Gross,Actual,Feb,2015411631,12.1441,139639447,0.1013
DC,CDE,2024,Gross,Actual,Mar,2484352313,1.2327,2406597324,0.1248
DC,CDE,2024,Gross,Actual,Apr,1112614857,0.4478,532790550,0.0559
DC,CDE,2024,Gross,Actual,May,1276959358,1.1477,1095394882,0.0642
DC,CDE,2024,Gross,Actual,Jun,869308627,0.6808,165199299,0.0437
DC,CDE,2024,Gross,Actual,Jul,76333123,0.0878,-3163334574,0.0038
DC,CDE,2024,Gross,Actual,Aug,1832971486,24.0128,761990179,0.0921
DC,CDE,2024,Gross,Actual,Sep,4037660085,2.2028,3664222759,0.2029
DC,CDE,2024,Gross,Actual,Oct,352601153,0.0873,-2467358447,0.0177
DC,CDE,2024,Gross,Actual,Nov,1431212483,4.059,-1740701797,0.0719
DC,CDE,2024,Gross,Actual,Dec,4246966409,2.9674,-1726810210,0.2134
DC,CDE,2024,Gross,Budget,Jan,1376401392,,0,0.0642
DC,CDE,2024,Gross,Budget,Feb,1875772184,1.3628,0,0.0875
DC,CDE,2024,Gross,Budget,Mar,77754989,0.0415,0,0.0036
DC,CDE,2024,Gross,Budget,Apr,579824307,7.4571,0,0.027
DC,CDE,2024,Gross,Budget,May,181564476,0.3131,0,0.0085
DC,CDE,2024,Gross,Budget,Jun,704109328,3.878,0,0.0328
DC,CDE,2024,Gross,Budget,Jul,3239667697,4.6011,0,0.1511
DC,CDE,2024,Gross,Budget,Aug,1070981307,0.3306,0,0.0499
DC,CDE,2024,Gross,Budget,Sep,373437326,0.3487,0,0.0174
DC,CDE,2024,Gross,Budget,Oct,2819959600,7.5514,0,0.1315
DC,CDE,2024,Gross,Budget,Nov,3171914280,1.1248,0,0.1479
DC,CDE,2024,Gross,Budget,Dec,5973776619,1.8833,0,0.2786
DC,CDE,2024,Gross,Forecast,Jan,1852248417,,475847025,0.0932
DC,CDE,2024,Gross,Forecast,Feb,830111058,0.4482,-1045661126,0.0418
DC,CDE,2024,Gross,Forecast,Mar,2248204473,2.7083,2170449484,0.1131
DC,CDE,2024,Gross,Forecast,Apr,1150137650,0.5116,570313343,0.0579
DC,CDE,2024,Gross,Forecast,May,843012914,0.733,661448438,0.0424
DC,CDE,2024,Gross,Forecast,Jun,1729528864,2.0516,1025419536,0.087
DC,CDE,2024,Gross,Forecast,Jul,937563921,0.5421,-2302103776,0.0472
DC,CDE,2024,Gross,Forecast,Aug,2134573632,2.2767,1063592325,0.1074
DC,CDE,2024,Gross,Forecast,Sep,3471641587,1.6264,3098204261,0.1747
DC,CDE,2024,Gross,Forecast,Oct,2156011482,0.621,-663948118,0.1085
DC,CDE,2024,Gross,Forecast,Nov,761649111,0.3533,-2410265169,0.0383
DC,CDE,2024,Gross,Forecast,Dec,1758019073,2.3082,-4215757546,0.0885
DC,CDE,2024,Net,Actual,Jan,692097141,,-180899892,0.0474
DC,CDE,2024,Net,Actual,Feb,576252555,0.8326,298661156,0.0395
DC,CDE,2024,Net,Actual,Mar,943569916,1.6374,-1494994977,0.0646
DC,CDE,2024,Net,Actual,Apr,389078049,0.4123,263658371,0.0266
DC,CDE,2024,Net,Actual,May,1215903250,3.1251,459312352,0.0833
DC,CDE,2024,Net,Actual,Jun,966570302,0.7949,-1274874039,0.0662
DC,CDE,2024,Net,Actual,Jul,760065672,0.7864,234973359,0.0521
DC,CDE,2024,Net,Actual,Aug,1509732021,1.9863,637731643,0.1034
DC,CDE,2024,Net,Actual,Sep,2633236091,1.7442,2181524297,0.1803
DC,CDE,2024,Net,Actual,Oct,572563297,0.2174,-326251556,0.0392
DC,CDE,2024,Net,Actual,Nov,77995554,0.1362,-2399255735,0.0053
DC,CDE,2024,Net,Actual,Dec,4265172053,54.6848,-917828832,0.2921
DC,CDE,2024,Net,Budget,Jan,872997033,,0,0.051
DC,CDE,2024,Net,Budget,Feb,277591399,0.318,0,0.0162
DC,CDE,2024,Net,Budget,Mar,2438564893,8.7847,0,0.1424
DC,CDE,2024,Net,Budget,Apr,125419678,0.0514,0,0.0073
DC,CDE,2024,Net,Budget,May,756590898,6.0325,0,0.0442
DC,CDE,2024,Net,Budget,Jun,2241444341,2.9626,0,0.1309
DC,CDE,2024,Net,Budget,Jul,525092313,0.2343,0,0.0307
DC,CDE,2024,Net,Budget,Aug,872000378,1.6607,0,0.0509
DC,CDE,2024,Net,Budget,Sep,451711794,0.518,0,0.0264
DC,CDE,2024,Net,Budget,Oct,898814853,1.9898,0,0.0525
DC,CDE,2024,Net,Budget,Nov,2477251289,2.7561,0,0.1447
DC,CDE,2024,Net,Budget,Dec,5183000885,2.0922,0,0.3027
DC,CDE,2024,Net,Forecast,Jan,1116645658,,243648625,0.0734
DC,CDE,2024,Net,Forecast,Feb,74969756,0.0671,-202621643,0.0049
