region,product,year,rev_op_type,sales_budget_type,total,h1,h2,q1,q2,q3,q4,ytd
ES,PJ,2025,Gross,Budget,4287826258,2105870904,2181955354,933534089,1172336815,881381093,1300574261,2105870904
ES,PJ,2025,Gross,Forecast,5697468463,2288337194,3409131269,1295277658,993059536,1962523374,1446607895,2288337194
ES,PJ,2025,Net,Actual,5977880000,2850580000,3127300000,1724470000,1126110000,1733930000,1393370000,2850580000
ES,PJ,2025,Net,Budget,4760209704,2837266408,1922943296,1949859120,887407288,753732101,1169211195,2837266408
ES,PJ,2025,Net,Forecast,5341912925,2693711200,2648201725,1867618167,826093033,1791359308,856842417,2693711200
ES,PJ,2025,Op,Actual,5977880000,2850580000,3127300000,1724470000,1126110000,1733930000,1393370000,2850580000
ES,PJ,2025,Op,Budget,4832453401,2069049932,2763403469,1273303671,795746261,1325997686,1437405783,2069049932
ES,PJ,2025,Op,Forecast,2517259436,1464304594,1052954842,873241748,591062846,527017218,525937624,1464304594
FR,CDE,2024,Gross,Actual,21737293225,12694772065,9042521160,8149245699,4545526366,3138931818,5903589342,12694772065
FR,CDE,2024,Gross,Budget,24420525014,10457514079,13963010935,6519067329,3938446750,2855679521,11107331414,10457514079
FR,CDE,2024,Gross,Forecast,20388704041,8547240758,11841463283,4339802910,4207437848,5963993721,5877469562,8547240758
FR,CDE,2024,Net,Actual,20600419805,6907448854,13692970951,1710130873,5197317981,6760165503,6932805448,6907448854
FR,CDE,2024,Net,Budget,19817503573,8778891152,11038612421,3470779413,5308111739,4891801819,6146810602,8778891152
FR,CDE,2024,Net,Forecast,24653206362,11936995312,12716211050,7598195606,4338799706,5491324163,7224886887,11936995312
FR,CDE,2024,Op,Actual,22400263431,8265781019,14134482412,3013581146,5252199873,7053587908,7080894504,8265781019
FR,CDE,2024,Op,Budget,22675149909,7003478747,15671671162,3272812187,3730666560,4166691441,11504979721,7003478747
FR,CDE,2024,Op,Forecast,19909485062,6812102669,13097382393,3689690671,3122411998,5595762292,7501620101,6812102669
FR,CDE,2025,Gross,Actual,21161531596,6436198634,14725332962,3445850394,2990348240,8511835896,6213497066,6436198634
FR,CDE,2025,Gross,Budget,23618262594,9876952056,13741310538,4846771549,5030180507,7024144019,6717166519,9876952056
FR,CDE,2025,Gross,Forecast,29049690731,13731100112,15318590619,9304970560,4426129552,6979427729,8339162890,13731100112
FR,CDE,2025,Net,Actual,23921396994,13153100933,10768296061,7837820716,5315280217,3366146198,7402149863,13153100933
FR,CDE,2025,Net,Budget,17001670977,8744148944,8257522033,3607465364,5136683580,4576198552,3681323481,8744148944
FR,CDE,2025,Net,Forecast,26667577386,11280114497,15387462889,6959308019,4320806478,7226458516,8161004373,11280114497
FR,CDE,2025,Op,Actual,13365507007,6677786862,6687720145,3704933007,2972853855,3384782406,3302937739,6677786862
FR,CDE,2025,Op,Budget,18168212892,6350043379,11818169513,4543707827,1806335552,8332028808,3486140705,6350043379
FR,CDE,2025,Op,Forecast,13067807474,4263027338,8804780136,1656546847,2606480491,6986077221,1818702915,4263027338
FR,PJ,2024,Gross,Actual,24630846116,13787389532,10843456584,9209889554,4577499978,2138325753,8705130831,13787389532
FR,PJ,2024,Gross,Budget,24096031300,11138610079,12957421221,5306125875,5832484204,5902492394,7054928827,11138610079
FR,PJ,2024,Gross,Forecast,19378987756,11312291204,8066696552,5775025044,5537266160,4084415750,3982280802,11312291204
FR,PJ,2024,Net,Actual,17497193419,9381682896,8115510523,4147007818,5234675078,4193113510,3922397013,9381682896
FR,PJ,2024,Net,Budget,19707726338,10583194152,9124532186,6182355466,4400838686,4562965553,4561566633,10583194152
FR,PJ,2024,Net,Forecast,19368435126,9244685972,10123749154,4385965474,4858720498,4188199290,5935549864,9244685972
FR,PJ,2024,Op,Actual,22985806321,8448803334,14537002987,5553063274,2895740060,7017737473,7519265514,8448803334
FR,PJ,2024,Op,Budget,25155146106,11257324778,13897821328,7099944519,4157380259,6392513191,7505308137,11257324778
FR,PJ,2024,Op,Forecast,20399158047,7830433111,12568724936,4413347418,3417085693,4685141448,7883583488,7830433111
FR,PJ,2025,Gross,Actual,30288330000,13430030000,16858300000,8194720000,5235310000,7523250000,9335050000,13430030000
FR,PJ,2025,Gross,Budget,19834959561,8911880642,10923078919,6885412656,2026467986,8551382000,2371696919,8911880642
FR,PJ,2025,Gross,Forecast,22084128321,9587729964,12496398357,3900856048,5686873916,3592385068,8904013289,9587729964
FR,PJ,2025,Net,Actual,26716010000,11350920000,15365090000,6511770000,4839150000,6987410000,8377680000,11350920000
FR,PJ,2025,Net,Budget,20199978400,8059249116,12140729284,4460212091,3599037025,4992491672,7148237612,8059249116
FR,PJ,2025,Net,Forecast,21756866875,11809420149,9947446726,5334420270,6474999879,3379354487,6568092239,11809420149
FR,PJ,2025,Op,Actual,26716010000,11350920000,15365090000,6511770000,4839150000,6987410000,8377680000,11350920000
FR,PJ,2025,Op,Budget,24578145604,11403971454,13174174150,5616593123,5787378331,5829878241,7344295909,11403971454
FR,PJ,2025,Op,Forecast,22497775163,9568976598,12928798565,6656853312,2912123286,6594675729,6334122836,9568976598
ID,CDE,2024,Gross,Actual,17983564139,9418289099,8565275040,6999943027,2418346072,1870522450,6694752590,9418289099
ID,CDE,2024,Gross,Budget,20321653626,8997505704,11324147922,7382826754,1614678950,6314119756,5010028166,8997505704
ID,CDE,2024,Gross,Forecast,21315727468,9796820085,11518907383,8938381831,858438254,5786746380,5732161003,9796820085
ID,CDE,2024,Net,Actual,13548066499,7733655571,5814410928,5386257899,2347397672,4126087361,1688323567,7733655571
ID,CDE,2024,Net,Budget,14001811999,8863070876,5138741123,7817889764,1045181112,3097879537,2040861586,8863070876
ID,CDE,2024,Net,Forecast,17703058753,8319324344,9383734409,6521305560,1798018784,3473773159,5909961250,8319324344
ID,CDE,2024,Op,Actual,10937298975,5174787110,5762511865,2997035137,2177751973,4867129775,895382090,5174787110
ID,CDE,2024,Op,Budget,13790445321,9216741707,4573703614,7351764311,1864977396,3574070649,999632965,9216741707
ID,CDE,2024,Op,Forecast,22519164703,12948266528,9570898175,11249471470,1698795058,6191295984,3379602191,12948266528
ID,CDE,2025,Gross,Actual,13890952999,5820673324,8070279675,4341366046,1479307278,4764432436,3305847239,5820673324
ID,CDE,2025,Gross,Budget,13032803553,7046167170,5986636383,5328383301,1717783869,2951898910,3034737473,7046167170
ID,CDE,2025,Gross,Forecast,19447587486,13575292449,5872295037,11653620338,1921672111,2432492230,3439802807,13575292449
ID,CDE,2025,Net,Actual,18646814684,8230927401,10415887283,7418258388,812669013,4445090471,5970796812,8230927401
ID,CDE,2025,Net,Budget,15323534211,9097702136,6225832075,8430464697,667237439,3604559112,2621272963,9097702136
ID,CDE,2025,Net,Forecast,13913052482,7258676774,6654375708,6078596510,1180080264,4284885691,2369490017,7258676774
ID,CDE,2025,Op,Actual,18807557195,9009293389,9798263806,6919826113,2089467276,5313920720,4484343086,9009293389
ID,CDE,2025,Op,Budget,17803846331,10646201887,7157644444,7887212593,2758989294,4523277473,2634366971,10646201887
ID,CDE,2025,Op,Forecast,8891646309,3012649034,5878997275,1662092291,1350556743,2295155974,3583841301,3012649034
ID,PJ,2024,Gross,Actual,10976210436,3916669349,7059541087,1128210470,2788458879,2324889702,4734651385,3916669349
ID,PJ,2024,Gross,Budget,15247997008,10660786351,4587210657,9375491896,1285294455,1616198863,2971011794,10660786351
ID,PJ,2024,Gross,Forecast,15056544419,7732071431,7324472988,6297597575,1434473856,4258427066,3066045922,7732071431
ID,PJ,2024,Net,Actual,16753563828,5838335800,10915228028,4029407302,1808928498,5013721852,5901506176,5838335800
ID,PJ,2024,Net,Budget,17966418920,9959787610,8006631310,7948387069,2011400541,5164775767,2841855543,9959787610
ID,PJ,2024,Net,Forecast,19004979222,11295224330,7709754892,9077024872,2218199458,3218285902,4491468990,11295224330
ID,PJ,2024,Op,Actual,13331771702,9045483642,4286288060,8895562458,149921184,3525265937,761022123,9045483642
ID,PJ,2024,Op,Budget,21676797021,10995237200,10681559821,10416592141,578645059,5257942937,5423616884,10995237200
ID,PJ,2024,Op,Forecast,18731032223,11183091736,7547940487,9628595135,1554496601,4903757563,2644182924,11183091736
ID,PJ,2025,Gross,Actual,22011422800,11180609400,10830813400,9049750000,2130859400,5653176500,5177636900,11180609400
ID,PJ,2025,Gross,Budget,18784741194,9039856481,9744884713,6503775763,2536080718,5942749070,3802135643,9039856481
ID,PJ,2025,Gross,Forecast,17647230570,10582756360,7064474210,8181037216,2401719144,3444078152,3620396058,10582756360
ID,PJ,2025,Net,Actual,21209014600,11143678200,10065336400,8952680000,2190998200,5400424300,4664912100,11143678200
ID,PJ,2025,Net,Budget,16728736724,11521334529,5207402195,10096967812,1424366717,4117582975,1089819220,11521334529
ID,PJ,2025,Net,Forecast,9967930612,4213786926,5754143686,2088712965,2125073961,3563938557,2190205129,4213786926
ID,PJ,2025,Op,Actual,21209014600,11143678200,10065336400,8952680000,2190998200,5400424300,4664912100,11143678200
ID,PJ,2025,Op,Budget,14425792136,6837651442,7588140694,5352228246,1485423196,3187409070,4400731624,6837651442
ID,PJ,2025,Op,Forecast,16523883804,8619924683,7903959121,6797845971,1822078712,5157696271,2746262850,8619924683
IN,CDE,2024,Gross,Actual,29903486882,21745135717,8158351165,10151666554,11593469163,3455589298,4702761867,21745135717
IN,CDE,2024,Gross,Budget,31696023601,21620476239,10075547362,12049341533,9571134706,7229598231,2845949131,21620476239
IN,CDE,2024,Gross,Forecast,24764160049,16776611216,7987548833,10553277989,6223333227,3933495517,4054053316,16776611216
IN,CDE,2024,Net,Actual,30295420993,15004898114,15290522879,6062518532,8942379582,6598893571,8691629308,15004898114
IN,CDE,2024,Net,Budget,26436166017,15062467881,11373698136,7263490068,7798977813,6352458748,5021239388,15062467881
IN,CDE,2024,Net,Forecast,36250199999,23545855012,12704344987,8927291272,14618563740,6268518334,6435826653,23545855012
IN,CDE,2024,Op,Actual,32614874697,15973782998,16641091699,5773858380,10199924618,11030141580,5610950119,15973782998
IN,CDE,2024,Op,Budget,36138748491,23122909058,13015839433,12257353803,10865555255,6416478971,6599360462,23122909058
IN,CDE,2024,Op,Forecast,27010456658,15543542190,11466914468,1520029892,14023512298,5001113685,6465800783,15543542190
IN,CDE,2025,Gross,Actual,26072643313,10441085757,15631557556,5335816732,5105269025,8660841054,6970716502,10441085757
IN,CDE,2025,Gross,Budget,26579846750,18549436398,8030410352,7986182940,10563253458,4085834745,3944575607,18549436398
IN,CDE,2025,Gross,Forecast,29495097960,18393984336,11101113624,8570090664,9823893672,6118112060,4983001564,18393984336
IN,CDE,2025,Net,Actual,23179756521,9638968101,13540788420,1730239558,7908728543,6730790108,6809998312,9638968101
IN,CDE,2025,Net,Budget,26152193212,11638231746,14513961466,3382348624,8255883122,9625387150,4888574316,11638231746
IN,CDE,2025,Net,Forecast,31104102252,18519802588,12584299664,10472166159,8047636429,6612228185,5972071479,18519802588
IN,CDE,2025,Op,Actual,33861715397,18505631359,15356084038,10750607781,7755023578,10541365313,4814718725,18505631359
IN,CDE,2025,Op,Budget,30930837253,16672769883,14258067370,6716277103,9956492780,7637509711,6620557659,16672769883
IN,CDE,2025,Op,Forecast,24410955870,13666589632,10744366238,1503593195,12162996437,6355315024,4389051214,13666589632
IN,PJ,2024,Gross,Actual,31655764937,18029562104,13626202833,9942855795,8086706309,6109297312,7516905521,18029562104
IN,PJ,2024,Gross,Budget,26674438538,14088145790,12586292748,9687493747,4400652043,6696979465,5889313283,14088145790
IN,PJ,2024,Gross,Forecast,32461739080,21044221036,11417518044,11574182866,9470038170,4021539125,7395978919,21044221036
IN,PJ,2024,Net,Actual,33635555736,19268071059,14367484677,6534697004,12733374055,7573130591,6794354086,19268071059
IN,PJ,2024,Net,Budget,25059473693,17193653705,7865819988,9244546659,7949107046,3722440637,4143379351,17193653705
IN,PJ,2024,Net,Forecast,34064792540,20599577913,13465214627,7254164086,13345413827,8507504160,4957710467,20599577913
IN,PJ,2024,Op,Actual,32201168909,17032932226,15168236683,7859357862,9173574364,7800092823,7368143860,17032932226
IN,PJ,2024,Op,Budget,33048462372,21933935764,11114526608,6790716032,15143219732,8275229606,2839297002,21933935764
IN,PJ,2024,Op,Forecast,25582368612,14863971708,10718396904,3928272635,10935699073,6261209962,4457186942,14863971708
IN,PJ,2025,Gross,Actual,37596491400,22424388700,15172102700,11085020000,11339368700,8631181100,6540921600,22424388700
IN,PJ,2025,Gross,Budget,25505793694,14121522340,11384271354,6440247255,7681275085,7363277280,4020994074,14121522340
IN,PJ,2025,Gross,Forecast,32259217592,18117645582,14141572010,9387546675,8730098907,8338438149,5803133861,18117645582
IN,PJ,2025,Net,Actual,36053447900,20881345200,15172102700,9535550000,11345795200,8631181100,6540921600,20881345200
IN,PJ,2025,Net,Budget,14029040947,10525221228,3503819719,6022677714,4502543514,1923236053,1580583666,10525221228
IN,PJ,2025,Net,Forecast,29328653324,23584244756,5744408568,7979717165,15604527591,1719112123,4025296445,23584244756
IN,PJ,2025,Op,Actual,36053447900,20881345200,15172102700,9535550000,11345795200,8631181100,6540921600,20881345200
IN,PJ,2025,Op,Budget,26124861827,17952456221,8172405606,11287836419,6664619802,4136607008,4035798598,17952456221
IN,PJ,2025,Op,Forecast,27999585066,14305468034,13694117032,7020906553,7284561481,8553969560,5140147472,14305468034
IT,CDE,2024,Gross,Actual,1229234219,860487619,368746600,369505455,490982164,18693167,350053433,860487619
IT,CDE,2024,Gross,Budget,654769706,590584792,64184914,545613910,44970882,27581473,36603441,590584792
IT,CDE,2024,Gross,Forecast,731001346,165246582,565754764,84315756,80930826,30304395,535450369,165246582
IT,CDE,2024,Net,Actual,1258931132,991800755,267130377,588157268,403643487,10080391,257049986,991800755
IT,CDE,2024,Net,Budget,988695239,579849582,408845657,524121874,55727708,19246487,389599170,579849582
IT,CDE,2024,Net,Forecast,854211230,555668214,298543016,119399152,436269062,11595741,286947275,555668214
IT,CDE,2024,Op,Actual,787387792,759415876,27971916,462257241,297158635,27741657,230259,759415876
IT,CDE,2024,Op,Budget,703266213,807886546,-104620333,459897172,347989374,14118305,-118738638,807886546
IT,CDE,2024,Op,Forecast,1066415921,761825667,304590254,477980659,283845008,9375898,295214356,761825667
IT,CDE,2025,Gross,Actual,1073750760,780460583,293290177,452382688,328077895,21724121,271566056,780460583
IT,CDE,2025,Gross,Budget,1186810159,609339643,577470516,80474711,528864932,17595153,559875363,609339643
IT,CDE,2025,Gross,Forecast,933128227,691220271,241907956,229689372,461530899,11461273,230446683,691220271
IT,CDE,2025,Net,Actual,856591995,917154696,-60562701,541324909,375829787,10713603,-71276304,917154696
IT,CDE,2025,Net,Budget,984642302,882680814,101961488,520079574,362601240,17851495,84109993,882680814
IT,CDE,2025,Net,Forecast,700568649,654642878,45925771,336156977,318485901,14699022,31226749,654642878
IT,CDE,2025,Op,Actual,867184625,487777502,379407123,187682123,300095379,14430850,364976273,487777502
IT,CDE,2025,Op,Budget,635997129,364104628,271892501,93355973,270748655,8003580,263888921,364104628
IT,CDE,2025,Op,Forecast,869571558,703169896,166401662,344200810,358969086,17372734,149028928,703169896
IT,PJ,2024,Gross,Actual,1446565827,1007843815,438722012,591614960,416228855,24427392,414294620,1007843815
IT,PJ,2024,Gross,Budget,1126389675,595229437,531160238,455257054,139972383,27873488,503286750,595229437
IT,PJ,2024,Gross,Forecast,565782251,233830063,331952188,116277526,117552537,14200170,317752018,233830063
IT,PJ,2024,Net,Actual,450661774,426883642,23778132,84571719,342311923,10091971,13686161,426883642
IT,PJ,2024,Net,Budget,1085466959,1032002631,53464328,545490049,486512582,14359120,39105208,1032002631
IT,PJ,2024,Net,Forecast,1057528219,840528084,217000135,210482703,630045381,8928521,208071614,840528084
IT,PJ,2024,Op,Actual,1453057738,977109183,475948555,497027008,480082175,21098831,454849724,977109183
IT,PJ,2024,Op,Budget,1184259180,862360679,321898501,419411667,442949012,16021485,305877016,862360679
IT,PJ,2024,Op,Forecast,623025161,377546788,245478373,26025960,351520828,16140347,229338026,377546788
IT,PJ,2025,Gross,Actual,1348600000,925840000,422760000,439130000,486710000,22980000,399780000,925840000
IT,PJ,2025,Gross,Budget,993112634,721032780,272079854,215436378,505596402,20030839,252049015,721032780
IT,PJ,2025,Gross,Forecast,1101160761,1008845551,92315210,529098966,479746585,16768421,75546789,1008845551
IT,PJ,2025,Net,Actual,1193020000,907120000,285900000,430320000,476800000,19780000,266120000,907120000
IT,PJ,2025,Net,Budget,644782337,569321551,75460786,152887578,416433973,9990987,65469799,569321551
IT,PJ,2025,Net,Forecast,1215433392,856636997,358796395,364819591,491817406,17543354,341253041,856636997
IT,PJ,2025,Op,Actual,1193020000,907120000,285900000,430320000,476800000,19780000,266120000,907120000
IT,PJ,2025,Op,Budget,1151966201,1053157403,98808798,601920104,451237299,20430836,78377962,1053157403
IT,PJ,2025,Op,Forecast,997648863,981213479,16435384,556322256,424891223,7354150,9081234,981213479
JP,CDE,2024,Gross,Actual,6951159599,4287931991,2663227608,2349855989,1938076002,1519763145,1143464463,4287931991
JP,CDE,2024,Gross,Budget,6620744183,4345259462,2275484721,2275594710,2069664752,1800917228,474567493,4345259462
JP,CDE,2024,Gross,Forecast,6643189116,3579268029,3063921087,1727134933,1852133096,1444629597,1619291490,3579268029
JP,CDE,2024,Net,Actual,5355159814,2238412269,3116747545,1331046118,907366151,1791974551,1324772994,2238412269
JP,CDE,2024,Net,Budget,5341791695,3042203503,2299588192,1117929029,1924274474,1197628568,1101959624,3042203503
JP,CDE,2024,Net,Forecast,5941413577,3463436257,2477977320,1209335717,2254100540,1528952365,949024955,3463436257
JP,CDE,2024,Op,Actual,6131661040,3307251852,2824409188,1618874731,1688377121,1464149917,1360259271,3307251852
JP,CDE,2024,Op,Budget,3790861636,2415344326,1375517310,1480544905,934799421,808908145,566609165,2415344326
JP,CDE,2024,Op,Forecast,6720955642,4149164375,2571791267,1856243986,2292920389,1049366908,1522424359,4149164375
JP,CDE,2025,Gross,Actual,5548713358,3220496887,2328216471,2165561804,1054935083,1052808941,1275407530,3220496887
JP,CDE,2025,Gross,Budget,7096565545,4423133845,2673431700,2330809335,2092324510,2106901050,566530650,4423133845
JP,CDE,2025,Gross,Forecast,6432082464,3806834822,2625247642,1788801646,2018033176,1744968189,880279453,3806834822
JP,CDE,2025,Net,Actual,7609511267,4824497267,2785014000,2332335896,2492161371,824746904,1960267096,4824497267
JP,CDE,2025,Net,Budget,7284590543,4705170927,2579419616,2524878865,2180292062,1525480717,1053938899,4705170927
JP,CDE,2025,Net,Forecast,6902251176,4564735775,2337515401,3316124630,1248611145,810780721,1526734680,4564735775
JP,CDE,2025,Op,Actual,4178414417,2190220587,1988193830,946196546,1244024041,1034844694,953349136,2190220587
JP,CDE,2025,Op,Budget,6039329586,2618615430,3420714156,1710673298,907942132,2420326799,1000387357,2618615430
JP,CDE,2025,Op,Forecast,7035616272,4169566991,2866049281,2758285008,1411281983,1611884772,1254164509,4169566991
JP,PJ,2024,Gross,Actual,5946614711,3450434245,2496180466,2360812673,1089621572,1544954136,951226330,3450434245
JP,PJ,2024,Gross,Budget,5243656509,2752529176,2491127333,1165877908,1586651268,1433416835,1057710498,2752529176
JP,PJ,2024,Gross,Forecast,6574639190,3959970885,2614668305,1560396122,2399574763,922755248,1691913057,3959970885
JP,PJ,2024,Net,Actual,4468732124,2991364449,1477367675,2173990534,817373915,1156618510,320749165,2991364449
JP,PJ,2024,Net,Budget,4478028760,1624891449,2853137311,816951160,807940289,1259982523,1593154788,1624891449
JP,PJ,2024,Net,Forecast,5498132574,2528170593,2969961981,1240249560,1287921033,1790982975,1178979006,2528170593
JP,PJ,2024,Op,Actual,6325667862,3311965321,3013702541,2458833104,853132217,1624510922,1389191619,3311965321
JP,PJ,2024,Op,Budget,6129456774,4239064087,1890392687,2848574936,1390489151,611226774,1279165913,4239064087
JP,PJ,2024,Op,Forecast,6444243852,3123779618,3320464234,1837005556,1286774062,865597982,2454866252,3123779618
JP,PJ,2025,Gross,Actual,8546592000,4677990000,3868602000,2504120000,2173870000,2024388300,1844213700,4677990000
JP,PJ,2025,Gross,Budget,4257987909,2106020626,2151967283,1425599503,680421123,1267409725,884557558,2106020626
JP,PJ,2025,Gross,Forecast,7326432201,4182822944,3143609257,2696051715,1486771229,2240374601,903234656,4182822944
JP,PJ,2025,Net,Actual,7956345300,4300140600,3656204700,2323620000,1976520600,1884116300,1772088400,4300140600
JP,PJ,2025,Net,Budget,7173876671,4515261421,2658615250,2460428458,2054832963,1571199912,1087415338,4515261421
JP,PJ,2025,Net,Forecast,6507133443,5065421746,1441711697,2932217878,2133203868,1141449528,300262169,5065421746
JP,PJ,2025,Op,Actual,7956345300,4300140600,3656204700,2323620000,1976520600,1884116300,1772088400,4300140600
JP,PJ,2025,Op,Budget,6964409467,2558595883,4405813584,1260062309,1298533574,2401983087,2003830497,2558595883
JP,PJ,2025,Op,Forecast,6305420250,3479740503,2825679747,1302318078,2177422425,1065788782,1759890965,3479740503
KR,CDE,2024,Gross,Actual,38452649504,18958956069,19493693435,4531439273,14427516796,3786571179,15707122256,18958956069
KR,CDE,2024,Gross,Budget,46949625035,19577508346,27372116689,13712067271,5865441075,10889591684,16482525005,19577508346
KR,CDE,2024,Gross,Forecast,28094745540,13778813314,14315932226,3831533242,9947280072,6161268991,8154663235,13778813314
KR,CDE,2024,Net,Actual,50715773999,31186861366,19528912633,15382921457,15803939909,7442727533,12086185100,31186861366
KR,CDE,2024,Net,Budget,37123687862,21603555653,15520132209,10310103177,11293452476,9322358599,6197773610,21603555653
KR,CDE,2024,Net,Forecast,39412344644,26369315580,13043029064,13108164690,13261150890,8691645665,4351383399,26369315580
KR,CDE,2024,Op,Actual,34602392025,20389959993,14212432032,9835024130,10554935863,6139994252,8072437780,20389959993
KR,CDE,2024,Op,Budget,31397730655,20256229963,11141500692,10580468905,9675761058,6177811503,4963689189,20256229963
KR,CDE,2024,Op,Forecast,35349906973,18550132160,16799774813,9954480625,8595651535,7072880685,9726894128,18550132160
KR,CDE,2025,Gross,Actual,29958772147,12904536957,17054235190,5419213405,7485323552,6945115029,10109120161,12904536957
KR,CDE,2025,Gross,Budget,35102912003,18413900407,16689011596,12610937996,5802962411,8819971436,7869040160,18413900407
KR,CDE,2025,Gross,Forecast,35808090475,15390241496,20417848979,5044249251,10345992245,3356354407,17061494572,15390241496
KR,CDE,2025,Net,Actual,42133714737,20022800524,22110914213,5396184154,14626616370,6477036444,15633877769,20022800524
KR,CDE,2025,Net,Budget,50378655514,26868516583,23510138931,12834384055,14034132528,6488481637,17021657294,26868516583
KR,CDE,2025,Net,Forecast,41966562155,24689526569,17277035586,9005540739,15683985830,7551617845,9725417741,24689526569
KR,CDE,2025,Op,Actual,32284724664,13983360181,18301364483,7771315024,6212045157,6958931785,11342432698,13983360181
KR,CDE,2025,Op,Budget,43028495778,19322923145,23705572633,5499225712,13823697433,7801604530,15903968103,19322923145
KR,CDE,2025,Op,Forecast,40024579455,18670114242,21354465213,7081498741,11588615501,9014191165,12340274048,18670114242
KR,PJ,2024,Gross,Actual,33087178991,17414483923,15672695068,6785247584,10629236339,7206700707,8465994361,17414483923
KR,PJ,2024,Gross,Budget,41472056846,21341766306,20130290540,8172544479,13169221827,7766310174,12363980366,21341766306
KR,PJ,2024,Gross,Forecast,39785075771,21464609837,18320465934,13681920915,7782688922,5479551052,12840914882,21464609837
KR,PJ,2024,Net,Actual,37222367319,16847408856,20374958463,11134929532,5712479324,5396836105,14978122358,16847408856
KR,PJ,2024,Net,Budget,33225752086,16468835155,16756916931,4628445884,11840389271,2788748602,13968168329,16468835155
KR,PJ,2024,Net,Forecast,34644749528,17504882933,17139866595,6992353656,10512529277,4599267374,12540599221,17504882933
KR,PJ,2024,Op,Actual,32007681558,12579953056,19427728502,7472697523,5107255533,5525621283,13902107219,12579953056
KR,PJ,2024,Op,Budget,37772996819,19601530146,18171466673,10480362243,9121167903,4143469273,14027997400,19601530146
KR,PJ,2024,Op,Forecast,35850337510,25632731766,10217605744,7808676172,17824055594,7643930060,2573675684,25632731766
KR,PJ,2025,Gross,Actual,47728196300,25367640000,22360556300,12208570000,13159070000,8667510000,13693046300,25367640000
KR,PJ,2025,Gross,Budget,35693283704,16575191964,19118091740,11456290582,5118901382,10341587845,8776503895,16575191964
KR,PJ,2025,Gross,Forecast,35637509913,28474733428,7162776485,14155714216,14319019212,4012930527,3149845958,28474733428
KR,PJ,2025,Net,Actual,46581839300,24722800000,21859039300,11860370000,12862430000,8496310100,13362729200,24722800000
KR,PJ,2025,Net,Budget,29364550650,17392478805,11972071845,6484624561,10907854244,2905044765,9067027080,17392478805
KR,PJ,2025,Net,Forecast,28357679171,14433124419,13924554752,9594461171,4838663248,2678029032,11246525720,14433124419
KR,PJ,2025,Op,Actual,46581839300,24722800000,21859039300,11860370000,12862430000,8496310100,13362729200,24722800000
KR,PJ,2025,Op,Budget,35986523235,18789298749,17197224486,7079370082,11709928667,5544714180,11652510306,18789298749
KR,PJ,2025,Op,Forecast,25265643081,15126249802,10139393279,9618311840,5507937962,6309255334,3830137945,15126249802
MA,CDE,2024,Gross,Actual,7535039077,2982922270,4552116807,1377591589,1605330681,1559868334,2992248473,2982922270
MA,CDE,2024,Gross,Budget,11875991350,6878896667,4997094683,4764391945,2114504722,3749143070,1247951613,6878896667
MA,CDE,2024,Gross,Forecast,9897934846,3668489130,6229445716,2343950595,1324538535,4087538656,2141907060,3668489130
MA,CDE,2024,Net,Actual,10854567511,6095891146,4758676365,3844906750,2250984396,1673699289,3084977076,6095891146
MA,CDE,2024,Net,Budget,9257291883,4438367928,4818923955,1836099778,2602268150,3033227944,1785696011,4438367928
MA,CDE,2024,Net,Forecast,8826123513,3542065248,5284058265,1218591328,2323473920,3155550950,2128507315,3542065248
MA,CDE,2024,Op,Actual,7236927785,3109670111,4127257674,571825144,2537844967,1079014617,3048243057,3109670111
MA,CDE,2024,Op,Budget,10518290533,4393564238,6124726295,2422258361,1971305877,4300081415,1824644880,4393564238
MA,CDE,2024,Op,Forecast,10180237591,5000619194,5179618397,3929065229,1071553965,4011181402,1168436995,5000619194
MA,CDE,2025,Gross,Actual,7024033369,4308060615,2715972754,1987615623,2320444992,1877558043,838414711,4308060615
MA,CDE,2025,Gross,Budget,6978977953,3102126978,3876850975,1838960237,1263166741,2176677003,1700173972,3102126978
MA,CDE,2025,Gross,Forecast,9711984658,5636490233,4075494425,4088076136,1548414097,2829654700,1245839725,5636490233
MA,CDE,2025,Net,Actual,8481550697,4747043469,3734507228,4088626089,658417380,1724884601,2009622627,4747043469
MA,CDE,2025,Net,Budget,10100951894,6059431054,4041520840,4037646954,2021784100,2589319474,1452201366,6059431054
MA,CDE,2025,Net,Forecast,7223045500,3580087212,3642958288,1635234717,1944852495,1817830508,1825127780,3580087212
MA,CDE,2025,Op,Actual,9446731633,3973007624,5473724009,2215514795,1757492829,3248433975,2225290034,3973007624
MA,CDE,2025,Op,Budget,8154655785,2215231126,5939424659,998064448,1217166678,4077826985,1861597674,2215231126
MA,CDE,2025,Op,Forecast,5765623574,2549628480,3215995094,1619695228,929933252,1468044776,1747950318,2549628480
MA,PJ,2024,Gross,Actual,11849223091,6765861080,5083362011,4451635487,2314225593,3566842024,1516519987,6765861080
MA,PJ,2024,Gross,Budget,8831954921,3151284716,5680670205,2139043764,1012240952,2898639376,2782030829,3151284716
MA,PJ,2024,Gross,Forecast,9775709790,4711789024,5063920766,2086885262,2624903762,4848349272,215571494,4711789024
MA,PJ,2024,Net,Actual,11835706927,5799270895,6036436032,4603310609,1195960286,2877819053,3158616979,5799270895
MA,PJ,2024,Net,Budget,8530286358,4519643460,4010642898,2026672715,2492970745,1087727828,2922915070,4519643460
