region,product,year,rev_op_type,sales_budget_type,ytd_gap,budget_hit_rate,yoy_total,yoy_h1,yoy_h2,yoy_q1,yoy_q2,yoy_q3,yoy_q4,breakeven_month
ES,PJ,2024,Op,Forecast,96600401,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ES,PJ,2025,Gross,Actual,1067539096,151,2.3858,1.4456,6.2931,1.5558,1.3164,5.9816,6.6911,1.0
ES,PJ,2025,Gross,Budget,0,100,1.0852,0.9888,1.1978,0.5498,2.7148,1.0751,1.2983,
ES,PJ,2025,Gross,Forecast,182466290,109,0.9398,0.799,1.0659,0.9825,0.6424,0.9777,1.2144,
ES,PJ,2025,Net,Actual,13313592,100,1.3757,1.6076,1.2158,2.4404,1.0558,1.2529,1.1726,2.0
ES,PJ,2025,Net,Budget,0,100,0.9046,0.9822,0.8102,1.2101,0.6947,0.483,1.4381,
ES,PJ,2025,Net,Forecast,-143555208,95,1.1788,1.5751,0.9387,1.5509,1.6328,1.7122,0.4827,
ES,PJ,2025,Op,Actual,781530068,138,1.4757,2.1432,1.1494,2.1517,2.1303,0.8853,1.8279,1.0
ES,PJ,2025,Op,Budget,0,100,0.9624,0.8501,1.068,0.7587,1.0532,0.8404,1.4235,
ES,PJ,2025,Op,Forecast,-604745338,71,0.5672,0.5787,0.5519,0.6234,0.5233,0.8541,0.4074,
FR,CDE,2024,Gross,Actual,2237257986,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
FR,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,CDE,2024,Gross,Forecast,-1910273321,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,CDE,2024,Net,Actual,-1871442298,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
FR,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,CDE,2024,Net,Forecast,3158104160,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,CDE,2024,Op,Actual,1262302272,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
FR,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,CDE,2024,Op,Forecast,-191376078,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,CDE,2025,Gross,Actual,-3440753422,65,0.9735,0.507,1.6285,0.4228,0.6579,2.7117,1.0525,2.0
FR,CDE,2025,Gross,Budget,0,100,0.9671,0.9445,0.9841,0.7435,1.2772,2.4597,0.6048,
FR,CDE,2025,Gross,Forecast,3854148056,139,1.4248,1.6065,1.2936,2.1441,1.052,1.1703,1.4188,
FR,CDE,2025,Net,Actual,4408951989,150,1.1612,1.9042,0.7864,4.5832,1.0227,0.4979,1.0677,1.0
FR,CDE,2025,Net,Budget,0,100,0.8579,0.996,0.7481,1.0394,0.9677,0.9355,0.5989,
FR,CDE,2025,Net,Forecast,2535965553,129,1.0817,0.945,1.2101,0.9159,0.9959,1.316,1.1296,
FR,CDE,2025,Op,Actual,327743483,105,0.5967,0.8079,0.4731,1.2294,0.566,0.4799,0.4665,6.0
FR,CDE,2025,Op,Budget,0,100,0.8012,0.9067,0.7541,1.3883,0.4842,1.9997,0.303,
FR,CDE,2025,Op,Forecast,-2087016041,67,0.6564,0.6258,0.6723,0.449,0.8348,1.2485,0.2424,
FR,PJ,2024,Gross,Actual,2648779453,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FR,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,PJ,2024,Gross,Forecast,173681125,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,PJ,2024,Net,Actual,-1201511256,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,PJ,2024,Net,Forecast,-1338508180,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,PJ,2024,Op,Actual,-2808521444,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,PJ,2024,Op,Forecast,-3426891667,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FR,PJ,2025,Gross,Actual,4518149358,151,1.2297,0.9741,1.5547,0.8898,1.1437,3.5183,1.0724,1.0
FR,PJ,2025,Gross,Budget,0,100,0.8232,0.8001,0.843,1.2976,0.3474,1.4488,0.3362,
FR,PJ,2025,Gross,Forecast,675849322,108,1.1396,0.8475,1.5491,0.6755,1.027,0.8795,2.2359,
FR,PJ,2025,Net,Actual,3291670884,141,1.5269,1.2099,1.8933,1.5702,0.9244,1.6664,2.1359,1.0
FR,PJ,2025,Net,Budget,0,100,1.025,0.7615,1.3306,0.7214,0.8178,1.0941,1.5671,
FR,PJ,2025,Net,Forecast,3750171033,147,1.1233,1.2774,0.9826,1.2162,1.3327,0.8069,1.1066,
FR,PJ,2025,Op,Actual,-53051454,100,1.1623,1.3435,1.057,1.1726,1.6711,0.9957,1.1142,1.0
FR,PJ,2025,Op,Budget,0,100,0.9771,1.013,0.9479,0.7911,1.3921,0.912,0.9785,
FR,PJ,2025,Op,Forecast,-1834994856,84,1.1029,1.222,1.0286,1.5083,0.8522,1.4076,0.8035,
ID,CDE,2024,Gross,Actual,420783395,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ID,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,CDE,2024,Gross,Forecast,799314381,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,CDE,2024,Net,Actual,-1129415305,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,CDE,2024,Net,Forecast,-543746532,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,CDE,2024,Op,Actual,-4041954597,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,CDE,2024,Op,Forecast,3731524821,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,CDE,2025,Gross,Actual,-1225493846,83,0.7724,0.618,0.9422,0.6202,0.6117,2.5471,0.4938,9.0
ID,CDE,2025,Gross,Budget,0,100,0.6413,0.7831,0.5287,0.7217,1.0639,0.4675,0.6057,
ID,CDE,2025,Gross,Forecast,6529125279,193,0.9124,1.3857,0.5098,1.3038,2.2386,0.4204,0.6001,
ID,CDE,2025,Net,Actual,-866774735,90,1.3763,1.0643,1.7914,1.3773,0.3462,1.0773,3.5365,8.0
ID,CDE,2025,Net,Budget,0,100,1.0944,1.0265,1.2115,1.0784,0.6384,1.1636,1.2844,
ID,CDE,2025,Net,Forecast,-1839025362,80,0.7859,0.8725,0.7091,0.9321,0.6563,1.2335,0.4009,
ID,CDE,2025,Op,Actual,-1636908498,85,1.7196,1.741,1.7003,2.3089,0.9595,1.0918,5.0083,11.0
ID,CDE,2025,Op,Budget,0,100,1.291,1.1551,1.565,1.0728,1.4794,1.2656,2.6353,
ID,CDE,2025,Op,Forecast,-7633552853,28,0.3948,0.2327,0.6143,0.1477,0.795,0.3707,1.0604,
ID,PJ,2024,Gross,Actual,-6744117002,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,PJ,2024,Gross,Forecast,-2928714920,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,PJ,2024,Net,Actual,-4121451810,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,PJ,2024,Net,Forecast,1335436720,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,PJ,2024,Op,Actual,-1949753558,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ID,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,PJ,2024,Op,Forecast,187854536,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ID,PJ,2025,Gross,Actual,2140752919,124,2.0054,2.8546,1.5342,8.0213,0.7642,2.4316,1.0936,3.0
ID,PJ,2025,Gross,Budget,0,100,1.2319,0.848,2.1244,0.6937,1.9732,3.677,1.2797,
ID,PJ,2025,Gross,Forecast,1542899879,117,1.1721,1.3687,0.9645,1.2991,1.6743,0.8088,1.1808,
ID,PJ,2025,Net,Actual,-377656329,97,1.2659,1.9087,0.9221,2.2218,1.2112,1.0771,0.7905,7.0
ID,PJ,2025,Net,Budget,0,100,0.9311,1.1568,0.6504,1.2703,0.7081,0.7972,0.3835,
ID,PJ,2025,Net,Forecast,-7307547603,37,0.5245,0.3731,0.7463,0.2301,0.958,1.1074,0.4876,
ID,PJ,2025,Op,Actual,4306026758,163,1.5909,1.232,2.3483,1.0064,14.6143,1.5319,6.1298,1.0
ID,PJ,2025,Op,Budget,0,100,0.6655,0.6219,0.7104,0.5138,2.5671,0.6062,0.8114,
ID,PJ,2025,Op,Forecast,1782273241,126,0.8822,0.7708,1.0472,0.706,1.1721,1.0518,1.0386,
IN,CDE,2024,Gross,Actual,124659478,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IN,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,CDE,2024,Gross,Forecast,-4843865023,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,CDE,2024,Net,Actual,-57569767,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
IN,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,CDE,2024,Net,Forecast,8483387131,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,CDE,2024,Op,Actual,-7149126060,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,CDE,2024,Op,Forecast,-7579366868,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,CDE,2025,Gross,Actual,-8108350641,56,0.8719,0.4802,1.916,0.5256,0.4404,2.5063,1.4823,
IN,CDE,2025,Gross,Budget,0,100,0.8386,0.858,0.797,0.6628,1.1037,0.5652,1.386,
IN,CDE,2025,Gross,Forecast,-155452062,99,1.191,1.0964,1.3898,0.8121,1.5786,1.5554,1.2291,
IN,CDE,2025,Net,Actual,-1999263645,83,0.7651,0.6424,0.8856,0.2854,0.8844,1.02,0.7835,1.0
IN,CDE,2025,Net,Budget,0,100,0.9893,0.7727,1.2761,0.4657,1.0586,1.5152,0.9736,
IN,CDE,2025,Net,Forecast,6881570842,159,0.858,0.7865,0.9906,1.1731,0.5505,1.0548,0.9279,
IN,CDE,2025,Op,Actual,1832861476,111,1.0382,1.1585,0.9228,1.8619,0.7603,0.9557,0.8581,1.0
IN,CDE,2025,Op,Budget,0,100,0.8559,0.721,1.0954,0.5479,0.9163,1.1903,1.0032,
IN,CDE,2025,Op,Forecast,-3006180251,82,0.9038,0.8792,0.937,0.9892,0.8673,1.2708,0.6788,
IN,PJ,2024,Gross,Actual,3941416314,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IN,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,PJ,2024,Gross,Forecast,6956075246,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,PJ,2024,Net,Actual,2074417354,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
IN,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,PJ,2024,Net,Forecast,3405924208,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,PJ,2024,Op,Actual,-4901003538,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IN,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,PJ,2024,Op,Forecast,-7069964056,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IN,PJ,2025,Gross,Actual,8302866360,159,1.1877,1.2438,1.1135,1.1149,1.4022,1.4128,0.8702,2.0
IN,PJ,2025,Gross,Budget,0,100,0.9562,1.0024,0.9045,0.6648,1.7455,1.0995,0.6828,
IN,PJ,2025,Gross,Forecast,3996123242,128,0.9938,0.8609,1.2386,0.8111,0.9219,2.0734,0.7846,
IN,PJ,2025,Net,Actual,10356123972,198,1.0719,1.0837,1.056,1.4592,0.891,1.1397,0.9627,1.0
IN,PJ,2025,Net,Budget,0,100,0.5598,0.6122,0.4454,0.6515,0.5664,0.5167,0.3815,
IN,PJ,2025,Net,Forecast,13059023528,224,0.861,1.1449,0.4266,1.1,1.1693,0.2021,0.8119,
IN,PJ,2025,Op,Actual,2928888979,116,1.1196,1.2259,1.0003,1.2133,1.2368,1.1065,0.8877,4.0
IN,PJ,2025,Op,Budget,0,100,0.7905,0.8185,0.7353,1.6622,0.4401,0.4999,1.4214,
IN,PJ,2025,Op,Forecast,-3646988187,80,1.0945,0.9624,1.2776,1.7873,0.6661,1.3662,1.1532,
IT,CDE,2024,Gross,Actual,269902827,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
IT,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,CDE,2024,Gross,Forecast,-425338210,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,CDE,2024,Net,Actual,411951173,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IT,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,CDE,2024,Net,Forecast,-24181368,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,CDE,2024,Op,Actual,-48470670,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IT,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,CDE,2024,Op,Forecast,-46060879,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,CDE,2025,Gross,Actual,171120940,128,0.8735,0.907,0.7954,1.2243,0.6682,1.1621,0.7758,1.0
IT,CDE,2025,Gross,Budget,0,100,1.8126,1.0318,8.997,0.1475,11.7602,0.6379,15.2957,
IT,CDE,2025,Gross,Forecast,81880628,113,1.2765,4.183,0.4276,2.7242,5.7028,0.3782,0.4304,
IT,CDE,2025,Net,Actual,34473882,104,0.6804,0.9247,-0.2267,0.9204,0.9311,1.0628,-0.2773,1.0
IT,CDE,2025,Net,Budget,0,100,0.9959,1.5223,0.2494,0.9923,6.5067,0.9275,0.2159,
IT,CDE,2025,Net,Forecast,-228037936,74,0.8201,1.1781,0.1538,2.8154,0.73,1.2676,0.1088,
IT,CDE,2025,Op,Actual,123672874,134,1.1013,0.6423,13.5639,0.406,1.0099,0.5202,1585.0684,1.0
IT,CDE,2025,Op,Budget,0,100,0.9043,0.4507,-2.5988,0.203,0.778,0.5669,-2.2224,
IT,CDE,2025,Op,Forecast,339065268,193,0.8154,0.923,0.5463,0.7201,1.2647,1.8529,0.5048,
IT,PJ,2024,Gross,Actual,412614378,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IT,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,PJ,2024,Gross,Forecast,-361399374,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,PJ,2024,Net,Actual,-605118989,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,PJ,2024,Net,Forecast,-191474547,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,PJ,2024,Op,Actual,114748504,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IT,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,PJ,2024,Op,Forecast,-484813891,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IT,PJ,2025,Gross,Actual,204807220,128,0.9323,0.9186,0.9636,0.7423,1.1693,0.9407,0.965,1.0
IT,PJ,2025,Gross,Budget,0,100,0.8817,1.2114,0.5122,0.4732,3.6121,0.7186,0.5008,
IT,PJ,2025,Gross,Forecast,287812771,140,1.9463,4.3144,0.2781,4.5503,4.0811,1.1809,0.2378,
IT,PJ,2025,Net,Actual,337798449,159,2.6473,2.125,12.0237,5.0882,1.3929,1.96,19.4445,1.0
IT,PJ,2025,Net,Budget,0,100,0.594,0.5517,1.4114,0.2803,0.856,0.6958,1.6742,
IT,PJ,2025,Net,Forecast,287315446,150,1.1493,1.0192,1.6534,1.7333,0.7806,1.9649,1.6401,
IT,PJ,2025,Op,Actual,-146037403,86,0.821,0.9284,0.6007,0.8658,0.9932,0.9375,0.5851,11.0
IT,PJ,2025,Op,Budget,0,100,0.9727,1.2212,0.307,1.4352,1.0187,1.2752,0.2562,
IT,PJ,2025,Op,Forecast,-71943924,93,1.6013,2.5989,0.067,21.3757,1.2087,0.4556,0.0396,
JP,CDE,2024,Gross,Actual,-57327471,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
JP,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,CDE,2024,Gross,Forecast,-765991433,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,CDE,2024,Net,Actual,-803791234,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
JP,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,CDE,2024,Net,Forecast,421232754,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,CDE,2024,Op,Actual,891907526,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JP,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,CDE,2024,Op,Forecast,1733820049,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,CDE,2025,Gross,Actual,-1202636958,73,0.7982,0.7511,0.8742,0.9216,0.5443,0.6927,1.1154,2.0
JP,CDE,2025,Gross,Budget,0,100,1.0719,1.0179,1.1749,1.0243,1.0109,1.1699,1.1938,
JP,CDE,2025,Gross,Forecast,-616299023,86,0.9682,1.0636,0.8568,1.0357,1.0896,1.2079,0.5436,
JP,CDE,2025,Net,Actual,119326340,103,1.421,2.1553,0.8936,1.7523,2.7466,0.4602,1.4797,5.0
JP,CDE,2025,Net,Budget,0,100,1.3637,1.5466,1.1217,2.2585,1.133,1.2738,0.9564,
JP,CDE,2025,Net,Forecast,-140435152,97,1.1617,1.318,0.9433,2.7421,0.5539,0.5303,1.6087,
JP,CDE,2025,Op,Actual,-428394843,84,0.6814,0.6622,0.7039,0.5845,0.7368,0.7068,0.7009,
JP,CDE,2025,Op,Budget,0,100,1.5931,1.0842,2.4869,1.1554,0.9713,2.9921,1.7656,
JP,CDE,2025,Op,Forecast,1550951561,159,1.0468,1.0049,1.1144,1.4859,0.6155,1.5361,0.8238,
JP,PJ,2024,Gross,Actual,697905069,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
JP,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,PJ,2024,Gross,Forecast,1207441709,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,PJ,2024,Net,Actual,1366473000,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JP,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,PJ,2024,Net,Forecast,903279144,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,PJ,2024,Op,Actual,-927098766,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
JP,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,PJ,2024,Op,Forecast,-1115284469,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JP,PJ,2025,Gross,Actual,2571969374,222,1.4372,1.3558,1.5498,1.0607,1.9951,1.3103,1.9388,2.0
JP,PJ,2025,Gross,Budget,0,100,0.812,0.7651,0.8639,1.2228,0.4288,0.8842,0.8363,
JP,PJ,2025,Gross,Forecast,2076802318,199,1.1143,1.0563,1.2023,1.7278,0.6196,2.4279,0.5339,
JP,PJ,2025,Net,Actual,-215120821,95,1.7804,1.4375,2.4748,1.0688,2.4181,1.629,5.5248,1.0
JP,PJ,2025,Net,Budget,0,100,1.602,2.7788,0.9318,3.0117,2.5433,1.247,0.6826,
JP,PJ,2025,Net,Forecast,550160325,112,1.1835,2.0036,0.4854,2.3642,1.6563,0.6373,0.2547,
JP,PJ,2025,Op,Actual,1741544717,168,1.2578,1.2984,1.2132,0.945,2.3168,1.1598,1.2756,2.0
JP,PJ,2025,Op,Budget,0,100,1.1362,0.6036,2.3306,0.4423,0.9339,3.9298,1.5665,
JP,PJ,2025,Op,Forecast,921144620,136,0.9785,1.114,0.851,0.7089,1.6922,1.2313,0.7169,
KR,CDE,2024,Gross,Actual,-618552277,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,CDE,2024,Gross,Forecast,-5798695032,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,CDE,2024,Net,Actual,9583305713,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KR,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,CDE,2024,Net,Forecast,4765759927,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,CDE,2024,Op,Actual,133730030,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KR,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,CDE,2024,Op,Forecast,-1706097803,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,CDE,2025,Gross,Actual,-5509363450,70,0.7791,0.6807,0.8749,1.1959,0.5188,1.8341,0.6436,
KR,CDE,2025,Gross,Budget,0,100,0.7477,0.9406,0.6097,0.9197,0.9893,0.8099,0.4774,
KR,CDE,2025,Gross,Forecast,-3023658911,84,1.2745,1.1169,1.4262,1.3165,1.0401,0.5448,2.0922,
KR,CDE,2025,Net,Actual,-6845716059,75,0.8308,0.642,1.1322,0.3508,0.9255,0.8703,1.2935,1.0
KR,CDE,2025,Net,Budget,0,100,1.357,1.2437,1.5148,1.2448,1.2427,0.696,2.7464,
KR,CDE,2025,Net,Forecast,-2178990014,92,1.0648,0.9363,1.3246,0.687,1.1827,0.8688,2.235,
KR,CDE,2025,Op,Actual,-5339562964,72,0.933,0.6858,1.2877,0.7902,0.5885,1.1334,1.4051,1.0
KR,CDE,2025,Op,Budget,0,100,1.3704,0.9539,2.1277,0.5198,1.4287,1.2628,3.2041,
KR,CDE,2025,Op,Forecast,-652808903,97,1.1322,1.0065,1.2711,0.7114,1.3482,1.2745,1.2687,
KR,PJ,2024,Gross,Actual,-3927282383,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
KR,PJ,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,PJ,2024,Gross,Forecast,122843531,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,PJ,2024,Net,Actual,378573701,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KR,PJ,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,PJ,2024,Net,Forecast,1036047778,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,PJ,2024,Op,Actual,-7021577090,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,PJ,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,PJ,2024,Op,Forecast,6031201620,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KR,PJ,2025,Gross,Actual,8792448036,153,1.4425,1.4567,1.4267,1.7993,1.238,1.2027,1.6174,1.0
KR,PJ,2025,Gross,Budget,0,100,0.8607,0.7767,0.9497,1.4018,0.3887,1.3316,0.7098,
KR,PJ,2025,Gross,Forecast,11899541464,172,0.8958,1.3266,0.391,1.0346,1.8399,0.7323,0.2453,
KR,PJ,2025,Net,Actual,7330321195,142,1.2514,1.4675,1.0728,1.0651,2.2516,1.5743,0.8921,1.0
KR,PJ,2025,Net,Budget,0,100,0.8838,1.0561,0.7145,1.401,0.9212,1.0417,0.6491,
KR,PJ,2025,Net,Forecast,-2959354386,83,0.8185,0.8245,0.8124,1.3721,0.4603,0.5823,0.8968,
KR,PJ,2025,Op,Actual,5933501251,132,1.4553,1.9653,1.1251,1.5872,2.5185,1.5376,0.9612,1.0
KR,PJ,2025,Op,Budget,0,100,0.9527,0.9586,0.9464,0.6755,1.2838,1.3382,0.8307,
KR,PJ,2025,Op,Forecast,-3663048947,81,0.7048,0.5901,0.9923,1.2317,0.309,0.8254,1.4882,
MA,CDE,2024,Gross,Actual,-3895974397,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MA,CDE,2024,Gross,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MA,CDE,2024,Gross,Forecast,-3210407537,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MA,CDE,2024,Net,Actual,1657523218,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MA,CDE,2024,Net,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MA,CDE,2024,Net,Forecast,-896302680,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MA,CDE,2024,Op,Actual,-1283894127,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MA,CDE,2024,Op,Budget,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MA,CDE,2024,Op,Forecast,607054956,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MA,CDE,2025,Gross,Actual,1205933637,139,0.9322,1.4442,0.5966,1.4428,1.4455,1.2037,0.2802,1.0
MA,CDE,2025,Gross,Budget,0,100,0.5877,0.451,0.7758,0.386,0.5974,0.5806,1.3624,
MA,CDE,2025,Gross,Forecast,2534363255,182,0.9812,1.5365,0.6542,1.7441,1.169,0.6923,0.5816,
MA,CDE,2025,Net,Actual,-1312387585,78,0.7814,0.7787,0.7848,1.0634,0.2925,1.0306,0.6514,3.0
MA,CDE,2025,Net,Budget,0,100,1.0911,1.3652,0.8387,2.199,0.7769,0.8537,0.8132,
MA,CDE,2025,Net,Forecast,-2479343842,59,0.8184,1.0107,0.6894,1.3419,0.837,0.5761,0.8575,
MA,CDE,2025,Op,Actual,1757776498,179,1.3054,1.2776,1.3262,3.8745,0.6925,3.0106,0.73,1.0
MA,CDE,2025,Op,Budget,0,100,0.7753,0.5042,0.9697,0.412,0.6174,0.9483,1.0203,
MA,CDE,2025,Op,Forecast,334397354,115,0.5664,0.5099,0.6209,0.4122,0.8678,0.366,1.496,
