product,year,region,rev_op_type,sales_budget_type,month,amount
CDE,2025,AZ,Op,Budget,Dec,112295148
CDE,2025,AZ,Op,Budget,Feb,44911440
CDE,2025,AZ,Op,Budget,Jan,375320191
CDE,2025,AZ,Op,Budget,Jul,450390315
CDE,2025,AZ,Op,Budget,Jun,87166177
CDE,2025,AZ,Op,Budget,Mar,1593962289
CDE,2025,AZ,Op,Budget,May,474690917
CDE,2025,AZ,Op,Budget,Nov,816745272
CDE,2025,AZ,Op,Budget,Oct,54558544
CDE,2025,AZ,Op,Budget,Sep,1965815623
CDE,2025,AZ,Op,Forecast,Apr,17866868
CDE,2025,AZ,Op,Forecast,Aug,14717904
CDE,2025,AZ,Op,Forecast,Dec,87152791
CDE,2025,AZ,Op,Forecast,Feb,85158425
CDE,2025,AZ,Op,Forecast,Jan,298017662
CDE,2025,AZ,Op,Forecast,Jul,910801217
CDE,2025,AZ,Op,Forecast,Jun,258276609
CDE,2025,AZ,Op,Forecast,Mar,1180254661
CDE,2025,AZ,Op,Forecast,May,724215061
CDE,2025,AZ,Op,Forecast,Nov,339556717
CDE,2025,AZ,Op,Forecast,Oct,30321421
CDE,2025,AZ,Op,Forecast,Sep,1393528098
CDE,2025,BD+,Gross,Actual,Apr,384438870
CDE,2025,BD+,Gross,Actual,Aug,487195175
CDE,2025,BD+,Gross,Actual,Dec,3686719535
CDE,2025,BD+,Gross,Actual,Feb,243163904
CDE,2025,BD+,Gross,Actual,Jan,124627137
CDE,2025,BD+,Gross,Actual,Jul,798983565
CDE,2025,BD+,Gross,Actual,Jun,5679993948
CDE,2025,BD+,Gross,Actual,Mar,765117592
CDE,2025,BD+,Gross,Actual,May,1243855835
CDE,2025,BD+,Gross,Actual,Nov,3936188071
CDE,2025,BD+,Gross,Actual,Oct,1662077590
CDE,2025,BD+,Gross,Actual,Sep,819287273
CDE,2025,BD+,Gross,Budget,Apr,205941514
CDE,2025,BD+,Gross,Budget,Aug,669398755
CDE,2025,BD+,Gross,Budget,Dec,3169356465
CDE,2025,BD+,Gross,Budget,Feb,360961540
CDE,2025,BD+,Gross,Budget,Jan,101877266
CDE,2025,BD+,Gross,Budget,Jul,1680112402
CDE,2025,BD+,Gross,Budget,Jun,5155476913
CDE,2025,BD+,Gross,Budget,Mar,554156676
CDE,2025,BD+,Gross,Budget,May,1090743586
CDE,2025,BD+,Gross,Budget,Nov,1842789297
CDE,2025,BD+,Gross,Budget,Oct,1334666100
CDE,2025,BD+,Gross,Budget,Sep,135081932
CDE,2025,BD+,Gross,Forecast,Apr,577363331
CDE,2025,BD+,Gross,Forecast,Aug,560876734
CDE,2025,BD+,Gross,Forecast,Dec,881026947
CDE,2025,BD+,Gross,Forecast,Feb,244297749
CDE,2025,BD+,Gross,Forecast,Jan,464805283
CDE,2025,BD+,Gross,Forecast,Jul,888305347
CDE,2025,BD+,Gross,Forecast,Jun,5111631346
CDE,2025,BD+,Gross,Forecast,Mar,353835983
CDE,2025,BD+,Gross,Forecast,May,1268388686
CDE,2025,BD+,Gross,Forecast,Nov,2638831373
CDE,2025,BD+,Gross,Forecast,Oct,1011831793
CDE,2025,BD+,Gross,Forecast,Sep,640307943
CDE,2025,BD+,Net,Actual,Apr,319819584
CDE,2025,BD+,Net,Actual,Aug,1570679757
CDE,2025,BD+,Net,Actual,Dec,4065881566
CDE,2025,BD+,Net,Actual,Feb,50058603
CDE,2025,BD+,Net,Actual,Jan,661605835
CDE,2025,BD+,Net,Actual,Jul,1660190976
CDE,2025,BD+,Net,Actual,Jun,1927220658
CDE,2025,BD+,Net,Actual,Mar,1715983548
CDE,2025,BD+,Net,Actual,May,995430458
CDE,2025,BD+,Net,Actual,Nov,168448438
CDE,2025,BD+,Net,Actual,Oct,534495018
CDE,2025,BD+,Net,Actual,Sep,515476119
CDE,2025,BD+,Net,Budget,Apr,856718632
CDE,2025,BD+,Net,Budget,Aug,1945120248
CDE,2025,BD+,Net,Budget,Dec,2279464707
CDE,2025,BD+,Net,Budget,Feb,151494043
CDE,2025,BD+,Net,Budget,Jan,543918006
CDE,2025,BD+,Net,Budget,Jul,1325926399
CDE,2025,BD+,Net,Budget,Jun,7601756228
CDE,2025,BD+,Net,Budget,Mar,553138651
CDE,2025,BD+,Net,Budget,May,2192932857
CDE,2025,BD+,Net,Budget,Nov,1568542856
CDE,2025,BD+,Net,Budget,Oct,948897008
CDE,2025,BD+,Net,Budget,Sep,3107215399
CDE,2025,BD+,Net,Forecast,Apr,686198064
CDE,2025,BD+,Net,Forecast,Aug,1863673981
CDE,2025,BD+,Net,Forecast,Dec,1733629824
CDE,2025,BD+,Net,Forecast,Feb,337746444
CDE,2025,BD+,Net,Forecast,Jan,98623976
CDE,2025,BD+,Net,Forecast,Jul,840445808
CDE,2025,BD+,Net,Forecast,Jun,3842661532
CDE,2025,BD+,Net,Forecast,Mar,1162577150
CDE,2025,BD+,Net,Forecast,May,46436715
CDE,2025,BD+,Net,Forecast,Nov,2580651011
CDE,2025,BD+,Net,Forecast,Oct,872101946
CDE,2025,BD+,Net,Forecast,Sep,1453566700
CDE,2025,BD+,Op,Actual,Apr,1763003109
CDE,2025,BD+,Op,Actual,Aug,473499896
CDE,2025,BD+,Op,Actual,Dec,486510996
CDE,2025,BD+,Op,Actual,Feb,416303803
CDE,2025,BD+,Op,Actual,Jan,281070490
CDE,2025,BD+,Op,Actual,Jul,602441846
CDE,2025,BD+,Op,Actual,Jun,5748371031
CDE,2025,BD+,Op,Actual,Mar,340294786
CDE,2025,BD+,Op,Actual,May,2405034225
CDE,2025,BD+,Op,Actual,Nov,1006756124
CDE,2025,BD+,Op,Actual,Oct,1009877343
CDE,2025,BD+,Op,Actual,Sep,2168658780
CDE,2025,BD+,Op,Budget,Apr,2076329279
CDE,2025,BD+,Op,Budget,Aug,1008611850
CDE,2025,BD+,Op,Budget,Dec,36843374
CDE,2025,BD+,Op,Budget,Feb,350036129
CDE,2025,BD+,Op,Budget,Jan,415483923
CDE,2025,BD+,Op,Budget,Jul,1174045845
CDE,2025,BD+,Op,Budget,Jun,8550596505
CDE,2025,BD+,Op,Budget,Mar,1191254451
CDE,2025,BD+,Op,Budget,May,2641714800
CDE,2025,BD+,Op,Budget,Nov,2796626347
CDE,2025,BD+,Op,Budget,Oct,1544842229
CDE,2025,BD+,Op,Budget,Sep,622735942
CDE,2025,BD+,Op,Forecast,Apr,251441805
CDE,2025,BD+,Op,Forecast,Aug,635695979
CDE,2025,BD+,Op,Forecast,Dec,1480595352
CDE,2025,BD+,Op,Forecast,Feb,301907240
CDE,2025,BD+,Op,Forecast,Jan,14716192
CDE,2025,BD+,Op,Forecast,Jul,882850069
CDE,2025,BD+,Op,Forecast,Jun,1334515080
CDE,2025,BD+,Op,Forecast,Mar,705735190
CDE,2025,BD+,Op,Forecast,May,2400841400
CDE,2025,BD+,Op,Forecast,Nov,1007095134
CDE,2025,BD+,Op,Forecast,Oct,1622455724
CDE,2025,BD+,Op,Forecast,Sep,772477807
CDE,2025,CE,Gross,Actual,Apr,1206318607
CDE,2025,CE,Gross,Actual,Aug,196558008
CDE,2025,CE,Gross,Actual,Dec,248816442
CDE,2025,CE,Gross,Actual,Feb,899275797
CDE,2025,CE,Gross,Actual,Jan,1649775093
CDE,2025,CE,Gross,Actual,Jul,827696530
CDE,2025,CE,Gross,Actual,Jun,874488859
CDE,2025,CE,Gross,Actual,Mar,4142237412
CDE,2025,CE,Gross,Actual,May,677353318
CDE,2025,CE,Gross,Actual,Nov,6353678100
CDE,2025,CE,Gross,Actual,Oct,7027278685
CDE,2025,CE,Gross,Actual,Sep,4865798929
CDE,2025,CE,Gross,Budget,Apr,841691163
CDE,2025,CE,Gross,Budget,Aug,1348739513
CDE,2025,CE,Gross,Budget,Dec,1089471283
CDE,2025,CE,Gross,Budget,Feb,3293737
CDE,2025,CE,Gross,Budget,Jan,664875622
CDE,2025,CE,Gross,Budget,Jul,2181904273
CDE,2025,CE,Gross,Budget,Jun,4261339317
CDE,2025,CE,Gross,Budget,Mar,4887149727
CDE,2025,CE,Gross,Budget,May,226228549
CDE,2025,CE,Gross,Budget,Nov,3383737563
CDE,2025,CE,Gross,Budget,Oct,6892415873
CDE,2025,CE,Gross,Budget,Sep,2462131986
CDE,2025,CE,Gross,Forecast,Apr,634365073
CDE,2025,CE,Gross,Forecast,Aug,808651172
CDE,2025,CE,Gross,Forecast,Dec,355123974
CDE,2025,CE,Gross,Forecast,Feb,1082732368
CDE,2025,CE,Gross,Forecast,Jan,1622756528
CDE,2025,CE,Gross,Forecast,Jul,2962964094
CDE,2025,CE,Gross,Forecast,Jun,3794553207
CDE,2025,CE,Gross,Forecast,Mar,115515320
CDE,2025,CE,Gross,Forecast,May,129629788
CDE,2025,CE,Gross,Forecast,Nov,2307040352
CDE,2025,CE,Gross,Forecast,Oct,2029736825
CDE,2025,CE,Gross,Forecast,Sep,94425235
CDE,2025,CE,Net,Actual,Apr,2451895187
CDE,2025,CE,Net,Actual,Aug,2556510198
CDE,2025,CE,Net,Actual,Dec,681887592
CDE,2025,CE,Net,Actual,Feb,925097802
CDE,2025,CE,Net,Actual,Jan,91413475
CDE,2025,CE,Net,Actual,Jul,866316558
CDE,2025,CE,Net,Actual,Jun,673682483
CDE,2025,CE,Net,Actual,Mar,5243525468
CDE,2025,CE,Net,Actual,May,779400258
CDE,2025,CE,Net,Actual,Nov,2842924113
CDE,2025,CE,Net,Actual,Oct,5750336067
CDE,2025,CE,Net,Actual,Sep,6283586872
CDE,2025,CE,Net,Budget,Apr,2781962847
CDE,2025,CE,Net,Budget,Aug,2459117439
CDE,2025,CE,Net,Budget,Dec,600089327
CDE,2025,CE,Net,Budget,Feb,46741195
CDE,2025,CE,Net,Budget,Jan,968644335
CDE,2025,CE,Net,Budget,Jul,146929005
CDE,2025,CE,Net,Budget,Jun,319951291
CDE,2025,CE,Net,Budget,Mar,4691410242
CDE,2025,CE,Net,Budget,May,900540018
CDE,2025,CE,Net,Budget,Nov,5483227885
CDE,2025,CE,Net,Budget,Oct,1582870488
CDE,2025,CE,Net,Budget,Sep,4086984852
CDE,2025,CE,Net,Forecast,Apr,2321700785
CDE,2025,CE,Net,Forecast,Aug,498501118
CDE,2025,CE,Net,Forecast,Dec,703574415
CDE,2025,CE,Net,Forecast,Feb,2018559193
CDE,2025,CE,Net,Forecast,Jan,564342109
CDE,2025,CE,Net,Forecast,Jul,141257161
CDE,2025,CE,Net,Forecast,Jun,1292488342
CDE,2025,CE,Net,Forecast,Mar,3064303013
CDE,2025,CE,Net,Forecast,May,157974869
CDE,2025,CE,Net,Forecast,Nov,2718438922
CDE,2025,CE,Net,Forecast,Oct,3891198256
CDE,2025,CE,Net,Forecast,Sep,4141978779
CDE,2025,CE,Op,Actual,Apr,87293130
CDE,2025,CE,Op,Actual,Aug,410611373
CDE,2025,CE,Op,Actual,Dec,1360843031
CDE,2025,CE,Op,Actual,Feb,800871126
CDE,2025,CE,Op,Actual,Jan,215770913
CDE,2025,CE,Op,Actual,Jul,1836634165
CDE,2025,CE,Op,Actual,Jun,3386702336
CDE,2025,CE,Op,Actual,Mar,5530335507
CDE,2025,CE,Op,Actual,May,773320360
CDE,2025,CE,Op,Actual,Nov,1031572365
CDE,2025,CE,Op,Actual,Oct,4405836751
CDE,2025,CE,Op,Actual,Sep,2491842315
CDE,2025,CE,Op,Budget,Apr,2738296485
CDE,2025,CE,Op,Budget,Aug,1459869740
CDE,2025,CE,Op,Budget,Dec,164219167
CDE,2025,CE,Op,Budget,Feb,576220808
CDE,2025,CE,Op,Budget,Jan,1515975761
CDE,2025,CE,Op,Budget,Jul,2187730287
CDE,2025,CE,Op,Budget,Jun,703896942
CDE,2025,CE,Op,Budget,Mar,2537937680
CDE,2025,CE,Op,Budget,May,10835612
CDE,2025,CE,Op,Budget,Nov,868249223
CDE,2025,CE,Op,Budget,Oct,1075215112
CDE,2025,CE,Op,Budget,Sep,1780873698
CDE,2025,CE,Op,Forecast,Apr,579835804
CDE,2025,CE,Op,Forecast,Aug,2196715488
CDE,2025,CE,Op,Forecast,Dec,602738518
CDE,2025,CE,Op,Forecast,Feb,1531756556
CDE,2025,CE,Op,Forecast,Jan,1585974542
CDE,2025,CE,Op,Forecast,Jul,1960418394
CDE,2025,CE,Op,Forecast,Jun,4341870427
CDE,2025,CE,Op,Forecast,Mar,2819111153
CDE,2025,CE,Op,Forecast,May,281130843
CDE,2025,CE,Op,Forecast,Nov,1325162009
CDE,2025,CE,Op,Forecast,Oct,886991126
CDE,2025,CE,Op,Forecast,Sep,1322642789
CDE,2025,CH,Gross,Actual,Apr,336478392
CDE,2025,CH,Gross,Actual,Aug,123522509
CDE,2025,CH,Gross,Actual,Dec,254719724
CDE,2025,CH,Gross,Actual,Feb,120633409
CDE,2025,CH,Gross,Actual,Jan,232305020
CDE,2025,CH,Gross,Actual,Jul,166106787
CDE,2025,CH,Gross,Actual,Jun,358119328
CDE,2025,CH,Gross,Actual,Mar,74501542
CDE,2025,CH,Gross,Actual,May,142712188
CDE,2025,CH,Gross,Actual,Nov,148809262
CDE,2025,CH,Gross,Actual,Oct,523652563
CDE,2025,CH,Gross,Actual,Sep,52465245
CDE,2025,CH,Gross,Budget,Apr,171033726
CDE,2025,CH,Gross,Budget,Aug,233290360
CDE,2025,CH,Gross,Budget,Dec,125798080
CDE,2025,CH,Gross,Budget,Feb,344253004
CDE,2025,CH,Gross,Budget,Jan,433514175
CDE,2025,CH,Gross,Budget,Jul,211136293
CDE,2025,CH,Gross,Budget,Jun,286132139
CDE,2025,CH,Gross,Budget,Mar,143513173
CDE,2025,CH,Gross,Budget,May,139006940
CDE,2025,CH,Gross,Budget,Nov,328532247
CDE,2025,CH,Gross,Budget,Oct,407946724
CDE,2025,CH,Gross,Budget,Sep,76289109
CDE,2025,CH,Gross,Forecast,Apr,333087864
CDE,2025,CH,Gross,Forecast,Aug,131647605
CDE,2025,CH,Gross,Forecast,Dec,305395913
CDE,2025,CH,Gross,Forecast,Feb,157994877
CDE,2025,CH,Gross,Forecast,Jan,159462461
CDE,2025,CH,Gross,Forecast,Jul,414353451
CDE,2025,CH,Gross,Forecast,Jun,320019542
CDE,2025,CH,Gross,Forecast,Mar,16396397
CDE,2025,CH,Gross,Forecast,May,57517613
CDE,2025,CH,Gross,Forecast,Nov,22100682
CDE,2025,CH,Gross,Forecast,Oct,462334851
CDE,2025,CH,Gross,Forecast,Sep,131834430
CDE,2025,CH,Net,Actual,Apr,95197593
CDE,2025,CH,Net,Actual,Aug,101988340
CDE,2025,CH,Net,Actual,Dec,134259216
CDE,2025,CH,Net,Actual,Feb,365932516
CDE,2025,CH,Net,Actual,Jan,201027109
CDE,2025,CH,Net,Actual,Jul,6635260
CDE,2025,CH,Net,Actual,Jun,12034157
CDE,2025,CH,Net,Actual,Mar,371999685
CDE,2025,CH,Net,Actual,May,12889553
CDE,2025,CH,Net,Actual,Nov,193957413
CDE,2025,CH,Net,Actual,Oct,224709953
CDE,2025,CH,Net,Actual,Sep,103639615
CDE,2025,CH,Net,Budget,Apr,205888487
CDE,2025,CH,Net,Budget,Aug,171831622
CDE,2025,CH,Net,Budget,Dec,175938449
CDE,2025,CH,Net,Budget,Feb,190389379
CDE,2025,CH,Net,Budget,Jan,70653796
CDE,2025,CH,Net,Budget,Jul,102398374
CDE,2025,CH,Net,Budget,Jun,167726879
CDE,2025,CH,Net,Budget,Mar,213367129
CDE,2025,CH,Net,Budget,May,10311503
CDE,2025,CH,Net,Budget,Nov,356640172
CDE,2025,CH,Net,Budget,Oct,129388367
CDE,2025,CH,Net,Budget,Sep,237823384
CDE,2025,CH,Net,Forecast,Apr,18156127
CDE,2025,CH,Net,Forecast,Aug,70052974
CDE,2025,CH,Net,Forecast,Dec,79067127
CDE,2025,CH,Net,Forecast,Feb,414307887
CDE,2025,CH,Net,Forecast,Jan,184429932
CDE,2025,CH,Net,Forecast,Jul,486979309
CDE,2025,CH,Net,Forecast,Jun,289031737
CDE,2025,CH,Net,Forecast,Mar,55915369
CDE,2025,CH,Net,Forecast,May,74236019
CDE,2025,CH,Net,Forecast,Nov,340656043
CDE,2025,CH,Net,Forecast,Oct,515753705
CDE,2025,CH,Net,Forecast,Sep,28106538
CDE,2025,CH,Op,Actual,Apr,355392119
CDE,2025,CH,Op,Actual,Aug,105426799
CDE,2025,CH,Op,Actual,Dec,7287963
CDE,2025,CH,Op,Actual,Feb,33440907
CDE,2025,CH,Op,Actual,Jan,143604816
CDE,2025,CH,Op,Actual,Jul,442212938
CDE,2025,CH,Op,Actual,Jun,70082244
CDE,2025,CH,Op,Actual,Mar,53012605
CDE,2025,CH,Op,Actual,May,156056251
CDE,2025,CH,Op,Actual,Nov,120250806
CDE,2025,CH,Op,Actual,Oct,380891863
CDE,2025,CH,Op,Actual,Sep,98893937
CDE,2025,CH,Op,Budget,Apr,153236044
CDE,2025,CH,Op,Budget,Aug,132357401
CDE,2025,CH,Op,Budget,Dec,264630420
CDE,2025,CH,Op,Budget,Feb,387193951
CDE,2025,CH,Op,Budget,Jan,32388898
CDE,2025,CH,Op,Budget,Jul,307848508
CDE,2025,CH,Op,Budget,Jun,314305309
CDE,2025,CH,Op,Budget,Mar,429029425
CDE,2025,CH,Op,Budget,May,210411805
CDE,2025,CH,Op,Budget,Nov,76342605
CDE,2025,CH,Op,Budget,Oct,538326874
CDE,2025,CH,Op,Budget,Sep,114944689
CDE,2025,CH,Op,Forecast,Apr,125349021
CDE,2025,CH,Op,Forecast,Aug,90622345
CDE,2025,CH,Op,Forecast,Dec,37942380
CDE,2025,CH,Op,Forecast,Feb,313476326
CDE,2025,CH,Op,Forecast,Jan,338027809
CDE,2025,CH,Op,Forecast,Jul,259727964
CDE,2025,CH,Op,Forecast,Jun,239704746
CDE,2025,CH,Op,Forecast,Mar,111966604
CDE,2025,CH,Op,Forecast,May,210810748
CDE,2025,CH,Op,Forecast,Nov,329217176
CDE,2025,CH,Op,Forecast,Oct,47184678
CDE,2025,CH,Op,Forecast,Sep,45279901
CDE,2025,DC,Gross,Actual,Apr,1220962294
CDE,2025,DC,Gross,Actual,Aug,2137128179
CDE,2025,DC,Gross,Actual,Dec,4483570099
CDE,2025,DC,Gross,Actual,Feb,1234439609
CDE,2025,DC,Gross,Actual,Jan,1170945698
CDE,2025,DC,Gross,Actual,Jul,3147736059
CDE,2025,DC,Gross,Actual,Jun,2293919198
CDE,2025,DC,Gross,Actual,Mar,1800190581
CDE,2025,DC,Gross,Actual,May,2037017271
CDE,2025,DC,Gross,Actual,Nov,1649788891
CDE,2025,DC,Gross,Actual,Oct,4388814643
CDE,2025,DC,Gross,Actual,Sep,2177699625
CDE,2025,DC,Gross,Budget,Apr,396643963
CDE,2025,DC,Gross,Budget,Aug,740012370
CDE,2025,DC,Gross,Budget,Dec,4712057866
CDE,2025,DC,Gross,Budget,Feb,542375476
CDE,2025,DC,Gross,Budget,Jan,977742548
CDE,2025,DC,Gross,Budget,Jul,2359117705
CDE,2025,DC,Gross,Budget,Jun,1464058721
CDE,2025,DC,Gross,Budget,Mar,604653290
CDE,2025,DC,Gross,Budget,May,1363957057
CDE,2025,DC,Gross,Budget,Nov,4932336386
CDE,2025,DC,Gross,Budget,Oct,3243479382
CDE,2025,DC,Gross,Budget,Sep,3756379059
CDE,2025,DC,Gross,Forecast,Apr,349250556
CDE,2025,DC,Gross,Forecast,Aug,1664894109
CDE,2025,DC,Gross,Forecast,Dec,2857335347
CDE,2025,DC,Gross,Forecast,Feb,1781432241
CDE,2025,DC,Gross,Forecast,Jan,1346948348
CDE,2025,DC,Gross,Forecast,Jul,3366539196
CDE,2025,DC,Gross,Forecast,Jun,300725613
CDE,2025,DC,Gross,Forecast,Mar,2789607529
CDE,2025,DC,Gross,Forecast,May,942269282
CDE,2025,DC,Gross,Forecast,Nov,745739125
CDE,2025,DC,Gross,Forecast,Oct,1864306314
CDE,2025,DC,Gross,Forecast,Sep,2278502494
CDE,2025,DC,Net,Actual,Apr,15085401
CDE,2025,DC,Net,Actual,Aug,1299743779
CDE,2025,DC,Net,Actual,Dec,1303918485
CDE,2025,DC,Net,Actual,Feb,56299838
CDE,2025,DC,Net,Actual,Jan,391754727
CDE,2025,DC,Net,Actual,Jul,1796193821
CDE,2025,DC,Net,Actual,Jun,286579154
CDE,2025,DC,Net,Actual,Mar,848341586
CDE,2025,DC,Net,Actual,May,646837225
CDE,2025,DC,Net,Actual,Nov,2533540422
CDE,2025,DC,Net,Actual,Oct,3500530228
CDE,2025,DC,Net,Actual,Sep,1208471491
CDE,2025,DC,Net,Budget,Apr,172236200
CDE,2025,DC,Net,Budget,Aug,1388268079
CDE,2025,DC,Net,Budget,Dec,2760336831
CDE,2025,DC,Net,Budget,Feb,560126890
CDE,2025,DC,Net,Budget,Jan,1040223002
CDE,2025,DC,Net,Budget,Jul,1091645174
CDE,2025,DC,Net,Budget,Jun,2191304788
CDE,2025,DC,Net,Budget,Mar,2760291087
CDE,2025,DC,Net,Budget,May,1490975522
CDE,2025,DC,Net,Budget,Nov,3917823002
CDE,2025,DC,Net,Budget,Oct,645349022
CDE,2025,DC,Net,Budget,Sep,2313254521
CDE,2025,DC,Net,Forecast,Apr,451698901
CDE,2025,DC,Net,Forecast,Aug,958853918
CDE,2025,DC,Net,Forecast,Dec,4254627693
CDE,2025,DC,Net,Forecast,Feb,815866753
CDE,2025,DC,Net,Forecast,Jan,394396444
CDE,2025,DC,Net,Forecast,Jul,553799450
CDE,2025,DC,Net,Forecast,Jun,1957443522
CDE,2025,DC,Net,Forecast,Mar,1507527196
CDE,2025,DC,Net,Forecast,May,580044150
CDE,2025,DC,Net,Forecast,Nov,4036252111
CDE,2025,DC,Net,Forecast,Oct,2822388211
CDE,2025,DC,Net,Forecast,Sep,2152804721
CDE,2025,DC,Op,Actual,Apr,987076859
CDE,2025,DC,Op,Actual,Aug,957413654
CDE,2025,DC,Op,Actual,Dec,2207393229
CDE,2025,DC,Op,Actual,Feb,700115914
CDE,2025,DC,Op,Actual,Jan,24590075
CDE,2025,DC,Op,Actual,Jul,1078816092
CDE,2025,DC,Op,Actual,Jun,1721453136
CDE,2025,DC,Op,Actual,Mar,836457980
CDE,2025,DC,Op,Actual,May,728296081
CDE,2025,DC,Op,Actual,Nov,2079600639
CDE,2025,DC,Op,Actual,Oct,209197815
CDE,2025,DC,Op,Actual,Sep,2162708950
CDE,2025,DC,Op,Budget,Apr,153323435
CDE,2025,DC,Op,Budget,Aug,187776218
CDE,2025,DC,Op,Budget,Dec,896693790
CDE,2025,DC,Op,Budget,Feb,139757295
CDE,2025,DC,Op,Budget,Jan,261104683
CDE,2025,DC,Op,Budget,Jul,2126308597
CDE,2025,DC,Op,Budget,Jun,619774199
CDE,2025,DC,Op,Budget,Mar,2418504537
CDE,2025,DC,Op,Budget,May,1698828217
CDE,2025,DC,Op,Budget,Nov,2557622406
CDE,2025,DC,Op,Budget,Oct,2495110495
CDE,2025,DC,Op,Budget,Sep,2912321906
CDE,2025,DC,Op,Forecast,Apr,611930035
CDE,2025,DC,Op,Forecast,Aug,1024999818
CDE,2025,DC,Op,Forecast,Dec,1130188668
CDE,2025,DC,Op,Forecast,Feb,452877365
CDE,2025,DC,Op,Forecast,Jan,117128519
CDE,2025,DC,Op,Forecast,Jul,2332686893
CDE,2025,DC,Op,Forecast,Jun,1837504572
CDE,2025,DC,Op,Forecast,Mar,978075510
CDE,2025,DC,Op,Forecast,May,1142298569
CDE,2025,DC,Op,Forecast,Nov,1484900231
CDE,2025,DC,Op,Forecast,Oct,1124114784
CDE,2025,DC,Op,Forecast,Sep,913669456
CDE,2025,DE,Gross,Actual,Apr,2427654957
CDE,2025,DE,Gross,Actual,Aug,4920960114
CDE,2025,DE,Gross,Actual,Dec,726029059
CDE,2025,DE,Gross,Actual,Feb,542435322
CDE,2025,DE,Gross,Actual,Jan,2253095349
CDE,2025,DE,Gross,Actual,Jul,4546234404
CDE,2025,DE,Gross,Actual,Jun,873404736
CDE,2025,DE,Gross,Actual,Mar,196744846
CDE,2025,DE,Gross,Actual,May,2166984741
CDE,2025,DE,Gross,Actual,Nov,2788463885
CDE,2025,DE,Gross,Actual,Oct,856012448
CDE,2025,DE,Gross,Actual,Sep,2436167779
CDE,2025,DE,Gross,Budget,Apr,1166591765
CDE,2025,DE,Gross,Budget,Aug,578430925
CDE,2025,DE,Gross,Budget,Dec,1456891255
CDE,2025,DE,Gross,Budget,Feb,207929233
CDE,2025,DE,Gross,Budget,Jan,3325539805
CDE,2025,DE,Gross,Budget,Jul,1832708936
CDE,2025,DE,Gross,Budget,Jun,5114584773
CDE,2025,DE,Gross,Budget,Mar,894164823
CDE,2025,DE,Gross,Budget,May,1842719592
CDE,2025,DE,Gross,Budget,Nov,1373343200
CDE,2025,DE,Gross,Budget,Oct,1262942269
CDE,2025,DE,Gross,Budget,Sep,1593596783
CDE,2025,DE,Gross,Forecast,Apr,3307475217
CDE,2025,DE,Gross,Forecast,Aug,326912789
CDE,2025,DE,Gross,Forecast,Dec,1117961605
CDE,2025,DE,Gross,Forecast,Feb,3925546968
CDE,2025,DE,Gross,Forecast,Jan,3232959156
CDE,2025,DE,Gross,Forecast,Jul,3334480267
CDE,2025,DE,Gross,Forecast,Jun,3678497636
CDE,2025,DE,Gross,Forecast,Mar,1878816846
CDE,2025,DE,Gross,Forecast,May,258366475
CDE,2025,DE,Gross,Forecast,Nov,4497332947
CDE,2025,DE,Gross,Forecast,Oct,1295403903
CDE,2025,DE,Gross,Forecast,Sep,7719963991
CDE,2025,DE,Net,Actual,Apr,3990423379
CDE,2025,DE,Net,Actual,Aug,5023585447
CDE,2025,DE,Net,Actual,Dec,2888786222
CDE,2025,DE,Net,Actual,Feb,1468183894
CDE,2025,DE,Net,Actual,Jan,393129539
CDE,2025,DE,Net,Actual,Jul,1202639884
CDE,2025,DE,Net,Actual,Jun,4584413033
CDE,2025,DE,Net,Actual,Mar,1778994137
CDE,2025,DE,Net,Actual,May,235871429
CDE,2025,DE,Net,Actual,Nov,2497336397
CDE,2025,DE,Net,Actual,Oct,1558670061
CDE,2025,DE,Net,Actual,Sep,1485871090
CDE,2025,DE,Net,Budget,Apr,693040583
CDE,2025,DE,Net,Budget,Aug,497974972
CDE,2025,DE,Net,Budget,Dec,1266131904
CDE,2025,DE,Net,Budget,Feb,1674220441
CDE,2025,DE,Net,Budget,Jan,3168501368
CDE,2025,DE,Net,Budget,Jul,4757908311
CDE,2025,DE,Net,Budget,Jun,1275546300
CDE,2025,DE,Net,Budget,Mar,2516052894
CDE,2025,DE,Net,Budget,May,3656375626
CDE,2025,DE,Net,Budget,Nov,2226096821
CDE,2025,DE,Net,Budget,Oct,8375115
CDE,2025,DE,Net,Budget,Sep,6580904678
CDE,2025,DE,Net,Forecast,Apr,4410213461
CDE,2025,DE,Net,Forecast,Aug,4560961264
CDE,2025,DE,Net,Forecast,Dec,1957697897
CDE,2025,DE,Net,Forecast,Feb,2515902906
CDE,2025,DE,Net,Forecast,Jan,4095831522
CDE,2025,DE,Net,Forecast,Jul,2593470932
CDE,2025,DE,Net,Forecast,Jun,2059105056
CDE,2025,DE,Net,Forecast,Mar,1742201147
CDE,2025,DE,Net,Forecast,May,3530836980
CDE,2025,DE,Net,Forecast,Nov,949710531
CDE,2025,DE,Net,Forecast,Oct,926805591
CDE,2025,DE,Net,Forecast,Sep,4546900959
CDE,2025,DE,Op,Actual,Apr,3281563388
CDE,2025,DE,Op,Actual,Aug,4011433263
CDE,2025,DE,Op,Actual,Dec,1366521347
CDE,2025,DE,Op,Actual,Feb,749357423
CDE,2025,DE,Op,Actual,Jan,1190565441
CDE,2025,DE,Op,Actual,Jul,2230832962
CDE,2025,DE,Op,Actual,Jun,4123219815
